InventoryID	LanguageCode	LanguageName	Segment
2242	yuy	Eastern Yugur	ɵ
2242	yuy	Eastern Yugur	u
2242	yuy	Eastern Yugur	aː
2242	yuy	Eastern Yugur	eː
2242	yuy	Eastern Yugur	əː
2242	yuy	Eastern Yugur	ɔː
2242	yuy	Eastern Yugur	yː
2242	yuy	Eastern Yugur	ɵː
2242	yuy	Eastern Yugur	uː
2243	mdf	Moksha (Standard)	b
2243	mdf	Moksha (Standard)	p
2243	mdf	Moksha (Standard)	v
2243	mdf	Moksha (Standard)	f
2243	mdf	Moksha (Standard)	m
2243	mdf	Moksha (Standard)	t̪
2243	mdf	Moksha (Standard)	tʲ
2243	mdf	Moksha (Standard)	d̪
2243	mdf	Moksha (Standard)	dʲ
2243	mdf	Moksha (Standard)	s̪
2243	mdf	Moksha (Standard)	sʲ
2243	mdf	Moksha (Standard)	z̪
2243	mdf	Moksha (Standard)	zʲ
2243	mdf	Moksha (Standard)	ʂ
2243	mdf	Moksha (Standard)	ʐ
2243	mdf	Moksha (Standard)	ɫ
2243	mdf	Moksha (Standard)	lʲ
2243	mdf	Moksha (Standard)	ɾ
2243	mdf	Moksha (Standard)	ɾʲ
2243	mdf	Moksha (Standard)	j
2243	mdf	Moksha (Standard)	k
2243	mdf	Moksha (Standard)	g
2243	mdf	Moksha (Standard)	x
2243	mdf	Moksha (Standard)	n̪
2243	mdf	Moksha (Standard)	nʲ
2243	mdf	Moksha (Standard)	tɕ
2243	mdf	Moksha (Standard)	ɬˠ
2243	mdf	Moksha (Standard)	ɬʲ
2243	mdf	Moksha (Standard)	ɾ̥
2243	mdf	Moksha (Standard)	ɾ̥ʲ
2243	mdf	Moksha (Standard)	ɕ
2243	mdf	Moksha (Standard)	t̪s̪
2243	mdf	Moksha (Standard)	tsʲ
2243	mdf	Moksha (Standard)	i
2243	mdf	Moksha (Standard)	e̞
2243	mdf	Moksha (Standard)	æ
2243	mdf	Moksha (Standard)	ə̆
2243	mdf	Moksha (Standard)	ä
2243	mdf	Moksha (Standard)	u
2243	mdf	Moksha (Standard)	o̞
2244	lit	Lithuanian (West Aukštaitian)	m
2244	lit	Lithuanian (West Aukštaitian)	mʲ
2244	lit	Lithuanian (West Aukštaitian)	n̪
2244	lit	Lithuanian (West Aukštaitian)	nʲ
2244	lit	Lithuanian (West Aukštaitian)	p
2244	lit	Lithuanian (West Aukštaitian)	pʲ
2244	lit	Lithuanian (West Aukštaitian)	b
2244	lit	Lithuanian (West Aukštaitian)	bʲ
2244	lit	Lithuanian (West Aukštaitian)	t̪
2244	lit	Lithuanian (West Aukštaitian)	tʲ
2244	lit	Lithuanian (West Aukštaitian)	d̪
2244	lit	Lithuanian (West Aukštaitian)	dʲ
2244	lit	Lithuanian (West Aukštaitian)	kʲ
2244	lit	Lithuanian (West Aukštaitian)	ɡʲ
2244	lit	Lithuanian (West Aukštaitian)	k
2244	lit	Lithuanian (West Aukštaitian)	ɡ
2244	lit	Lithuanian (West Aukštaitian)	t̪s̪
2244	lit	Lithuanian (West Aukštaitian)	tsʲ
2244	lit	Lithuanian (West Aukštaitian)	d̪z̪
2244	lit	Lithuanian (West Aukštaitian)	dzʲ
2244	lit	Lithuanian (West Aukštaitian)	tʃ
2244	lit	Lithuanian (West Aukštaitian)	tʃʲ
2244	lit	Lithuanian (West Aukštaitian)	dʒ
2244	lit	Lithuanian (West Aukštaitian)	dʒʲ
2244	lit	Lithuanian (West Aukštaitian)	f
2244	lit	Lithuanian (West Aukštaitian)	fʲ
2244	lit	Lithuanian (West Aukštaitian)	s̪
2244	lit	Lithuanian (West Aukštaitian)	sʲ
2244	lit	Lithuanian (West Aukštaitian)	z̪
2244	lit	Lithuanian (West Aukštaitian)	zʲ
2244	lit	Lithuanian (West Aukštaitian)	ʃ
2244	lit	Lithuanian (West Aukštaitian)	ʃʲ
2244	lit	Lithuanian (West Aukštaitian)	ʒ
2244	lit	Lithuanian (West Aukštaitian)	ʒʲ
2244	lit	Lithuanian (West Aukštaitian)	xʲ
2244	lit	Lithuanian (West Aukštaitian)	ɣʲ
2244	lit	Lithuanian (West Aukštaitian)	x
2244	lit	Lithuanian (West Aukštaitian)	ɣ
2244	lit	Lithuanian (West Aukštaitian)	v
2244	lit	Lithuanian (West Aukštaitian)	vʲ
2244	lit	Lithuanian (West Aukštaitian)	ɫ
2244	lit	Lithuanian (West Aukštaitian)	r
2244	lit	Lithuanian (West Aukštaitian)	rʲ
2244	lit	Lithuanian (West Aukštaitian)	lʲ
2244	lit	Lithuanian (West Aukštaitian)	j
2244	lit	Lithuanian (West Aukštaitian)	ɪ
2244	lit	Lithuanian (West Aukštaitian)	iː
2244	lit	Lithuanian (West Aukštaitian)	eː
2244	lit	Lithuanian (West Aukštaitian)	æː
2244	lit	Lithuanian (West Aukštaitian)	ɐ
2244	lit	Lithuanian (West Aukštaitian)	ɔ
2244	lit	Lithuanian (West Aukštaitian)	ʊ
2244	lit	Lithuanian (West Aukštaitian)	ɛ
2244	lit	Lithuanian (West Aukštaitian)	uː
2244	lit	Lithuanian (West Aukštaitian)	oː
2244	lit	Lithuanian (West Aukštaitian)	äː
2244	lit	Lithuanian (West Aukštaitian)	iə
2244	lit	Lithuanian (West Aukštaitian)	uə
2244	lit	Lithuanian (West Aukštaitian)	ɪ̯
2244	lit	Lithuanian (West Aukštaitian)	ʊ̯
2245	mdf	Moksha (Southwest)	b
2245	mdf	Moksha (Southwest)	p
2245	mdf	Moksha (Southwest)	v
2245	mdf	Moksha (Southwest)	f
2245	mdf	Moksha (Southwest)	m
2245	mdf	Moksha (Southwest)	t̪
2245	mdf	Moksha (Southwest)	tʲ
2245	mdf	Moksha (Southwest)	d̪
2245	mdf	Moksha (Southwest)	dʲ
2245	mdf	Moksha (Southwest)	s̪
2245	mdf	Moksha (Southwest)	sʲ
2245	mdf	Moksha (Southwest)	z̪
2245	mdf	Moksha (Southwest)	zʲ
2245	mdf	Moksha (Southwest)	ʂ
2245	mdf	Moksha (Southwest)	ʐ
2245	mdf	Moksha (Southwest)	ɫ
2245	mdf	Moksha (Southwest)	lʲ
2245	mdf	Moksha (Southwest)	ɾ
2245	mdf	Moksha (Southwest)	ɾʲ
2245	mdf	Moksha (Southwest)	j
2245	mdf	Moksha (Southwest)	x
2245	mdf	Moksha (Southwest)	k
2245	mdf	Moksha (Southwest)	g
2245	mdf	Moksha (Southwest)	n̪
2245	mdf	Moksha (Southwest)	nʲ
2245	mdf	Moksha (Southwest)	tɕ
2245	mdf	Moksha (Southwest)	ɬˠ
2245	mdf	Moksha (Southwest)	ɬʲ
2245	mdf	Moksha (Southwest)	ɾ̥
2245	mdf	Moksha (Southwest)	ɾ̥ʲ
2245	mdf	Moksha (Southwest)	t̪s̪
2245	mdf	Moksha (Southwest)	tsʲ
2245	mdf	Moksha (Southwest)	ɕ
2245	mdf	Moksha (Southwest)	ʑ
2245	mdf	Moksha (Southwest)	ʈʂ
2245	mdf	Moksha (Southwest)	i
2245	mdf	Moksha (Southwest)	e̞
2245	mdf	Moksha (Southwest)	ə̆
2245	mdf	Moksha (Southwest)	ä
2245	mdf	Moksha (Southwest)	u
2245	mdf	Moksha (Southwest)	o̞
2246	lao	Lao (Vientiane)	p
2246	lao	Lao (Vientiane)	t
2246	lao	Lao (Vientiane)	c
2246	lao	Lao (Vientiane)	k
2246	lao	Lao (Vientiane)	ʔ
2246	lao	Lao (Vientiane)	pʰ
2246	lao	Lao (Vientiane)	tʰ
2246	lao	Lao (Vientiane)	kʰ
2246	lao	Lao (Vientiane)	b
2246	lao	Lao (Vientiane)	d
2246	lao	Lao (Vientiane)	f
2246	lao	Lao (Vientiane)	s
2246	lao	Lao (Vientiane)	h
2246	lao	Lao (Vientiane)	m
2246	lao	Lao (Vientiane)	n
2246	lao	Lao (Vientiane)	ɲ
2246	lao	Lao (Vientiane)	ŋ
2246	lao	Lao (Vientiane)	l
2246	lao	Lao (Vientiane)	v
2246	lao	Lao (Vientiane)	j
2246	lao	Lao (Vientiane)	w
2246	lao	Lao (Vientiane)	i
2246	lao	Lao (Vientiane)	iː
2246	lao	Lao (Vientiane)	ɯ
2246	lao	Lao (Vientiane)	ɯː
2246	lao	Lao (Vientiane)	u
2246	lao	Lao (Vientiane)	uː
2246	lao	Lao (Vientiane)	e
2246	lao	Lao (Vientiane)	eː
2246	lao	Lao (Vientiane)	ə
2246	lao	Lao (Vientiane)	əː
2246	lao	Lao (Vientiane)	o
2246	lao	Lao (Vientiane)	oː
2246	lao	Lao (Vientiane)	ɛ
2246	lao	Lao (Vientiane)	ɛː
2246	lao	Lao (Vientiane)	a
2246	lao	Lao (Vientiane)	aː
2246	lao	Lao (Vientiane)	ɔ
2246	lao	Lao (Vientiane)	ɔː
2246	lao	Lao (Vientiane)	ia
2246	lao	Lao (Vientiane)	ua
2246	lao	Lao (Vientiane)	ɯa
2247	rjs	Rājbanshi	j
2247	rjs	Rājbanshi	p
2247	rjs	Rājbanshi	b
2247	rjs	Rājbanshi	t̺
2247	rjs	Rājbanshi	d̺
2247	rjs	Rājbanshi	t̪
2247	rjs	Rājbanshi	d̪
2247	rjs	Rājbanshi	ts
2247	rjs	Rājbanshi	dz
2247	rjs	Rājbanshi	k
2247	rjs	Rājbanshi	g
2247	rjs	Rājbanshi	pʰ
2247	rjs	Rājbanshi	bʱ
2247	rjs	Rājbanshi	t̺ʰ
2247	rjs	Rājbanshi	d̺ʱ
2247	rjs	Rājbanshi	t̪ʰ
2247	rjs	Rājbanshi	d̪ʱ
2247	rjs	Rājbanshi	tsʰ
2247	rjs	Rājbanshi	dzʱ
2247	rjs	Rājbanshi	kʰ
2247	rjs	Rājbanshi	gʱ
2247	rjs	Rājbanshi	s
2247	rjs	Rājbanshi	h
2247	rjs	Rājbanshi	m
2247	rjs	Rājbanshi	n̪
2247	rjs	Rājbanshi	mʱ
2247	rjs	Rājbanshi	n̪ʱ
2247	rjs	Rājbanshi	ŋ
2247	rjs	Rājbanshi	ŋʱ
2247	rjs	Rājbanshi	r
2247	rjs	Rājbanshi	rʱ
2247	rjs	Rājbanshi	l
2247	rjs	Rājbanshi	lʱ
2247	rjs	Rājbanshi	w
2247	rjs	Rājbanshi	i
2247	rjs	Rājbanshi	e
2247	rjs	Rājbanshi	æ
2247	rjs	Rājbanshi	ʌ
2247	rjs	Rājbanshi	o
2247	rjs	Rājbanshi	u
2247	rjs	Rājbanshi	æ̃
2247	rjs	Rājbanshi	ũĩ
2247	rjs	Rājbanshi	ẽ
2248	ekk	Estonian (Standard)	p
2248	ekk	Estonian (Standard)	m
2248	ekk	Estonian (Standard)	ʋ
2248	ekk	Estonian (Standard)	f
2248	ekk	Estonian (Standard)	t̪
2248	ekk	Estonian (Standard)	n
2248	ekk	Estonian (Standard)	s̪
2248	ekk	Estonian (Standard)	l
2248	ekk	Estonian (Standard)	r
2248	ekk	Estonian (Standard)	tʲ
2248	ekk	Estonian (Standard)	nʲ
2248	ekk	Estonian (Standard)	sʲ
2248	ekk	Estonian (Standard)	lʲ
2248	ekk	Estonian (Standard)	ʃ
2248	ekk	Estonian (Standard)	j
2248	ekk	Estonian (Standard)	k
2248	ekk	Estonian (Standard)	h
2248	ekk	Estonian (Standard)	æ
2248	ekk	Estonian (Standard)	e
2248	ekk	Estonian (Standard)	i
2248	ekk	Estonian (Standard)	ø
2248	ekk	Estonian (Standard)	y
2248	ekk	Estonian (Standard)	o
2248	ekk	Estonian (Standard)	u
2248	ekk	Estonian (Standard)	ɑ
2248	ekk	Estonian (Standard)	ɤ
2249	bqi	Bakhtiari	pʰ
2249	bqi	Bakhtiari	b
2249	bqi	Bakhtiari	f
2249	bqi	Bakhtiari	v
2249	bqi	Bakhtiari	m
2249	bqi	Bakhtiari	tʰ
2249	bqi	Bakhtiari	d
2249	bqi	Bakhtiari	ð̞
2249	bqi	Bakhtiari	s
2249	bqi	Bakhtiari	z
2249	bqi	Bakhtiari	n
2249	bqi	Bakhtiari	ɾ
2249	bqi	Bakhtiari	l
2249	bqi	Bakhtiari	tʃʰ
2249	bqi	Bakhtiari	dʒ
2249	bqi	Bakhtiari	ʃ
2249	bqi	Bakhtiari	ʒ
2249	bqi	Bakhtiari	j
2249	bqi	Bakhtiari	kʰʲ
2249	bqi	Bakhtiari	gʲ
2249	bqi	Bakhtiari	qʰ
2249	bqi	Bakhtiari	ɢ
2249	bqi	Bakhtiari	χ
2249	bqi	Bakhtiari	h
2249	bqi	Bakhtiari	a
2249	bqi	Bakhtiari	ɛ
2249	bqi	Bakhtiari	iː
2249	bqi	Bakhtiari	ɑː
2249	bqi	Bakhtiari	ɔ
2249	bqi	Bakhtiari	uː
2249	bqi	Bakhtiari	eːi̯
2249	bqi	Bakhtiari	oːu̯
2249	bqi	Bakhtiari	au̯
2249	bqi	Bakhtiari	æi̯
2249	bqi	Bakhtiari	ɑːi̯
2249	bqi	Bakhtiari	ɔi̯
2250	ckb	Kurdish (Sorani)	p
2250	ckb	Kurdish (Sorani)	b
2250	ckb	Kurdish (Sorani)	m
2250	ckb	Kurdish (Sorani)	w
2250	ckb	Kurdish (Sorani)	f
2250	ckb	Kurdish (Sorani)	v
2250	ckb	Kurdish (Sorani)	t̪
2250	ckb	Kurdish (Sorani)	d̪
2250	ckb	Kurdish (Sorani)	s̪
2250	ckb	Kurdish (Sorani)	z̪
2250	ckb	Kurdish (Sorani)	n̪
2250	ckb	Kurdish (Sorani)	l̪
2250	ckb	Kurdish (Sorani)	ɫ̪
2250	ckb	Kurdish (Sorani)	ɾ̪
2250	ckb	Kurdish (Sorani)	r̪
2250	ckb	Kurdish (Sorani)	sˤ
2250	ckb	Kurdish (Sorani)	tʃ
2250	ckb	Kurdish (Sorani)	dʒ
2250	ckb	Kurdish (Sorani)	ʃ
2250	ckb	Kurdish (Sorani)	ʒ
2250	ckb	Kurdish (Sorani)	j
2250	ckb	Kurdish (Sorani)	k
2250	ckb	Kurdish (Sorani)	g
2250	ckb	Kurdish (Sorani)	x
2250	ckb	Kurdish (Sorani)	ɣ
2250	ckb	Kurdish (Sorani)	ŋ
2250	ckb	Kurdish (Sorani)	q
2250	ckb	Kurdish (Sorani)	ħ
2250	ckb	Kurdish (Sorani)	ʕ
2250	ckb	Kurdish (Sorani)	ʔ
2250	ckb	Kurdish (Sorani)	h
2250	ckb	Kurdish (Sorani)	iː
2250	ckb	Kurdish (Sorani)	eː
2250	ckb	Kurdish (Sorani)	ə
2250	ckb	Kurdish (Sorani)	äː
2250	ckb	Kurdish (Sorani)	ɯ̽
2250	ckb	Kurdish (Sorani)	uː
2250	ckb	Kurdish (Sorani)	ʊ
2250	ckb	Kurdish (Sorani)	oː
2251	inh	Ingush	pʰ
2251	inh	Ingush	pʼ
2251	inh	Ingush	b
2251	inh	Ingush	f
2251	inh	Ingush	v
2251	inh	Ingush	m
2251	inh	Ingush	t̪ʰ
2251	inh	Ingush	t̪ː
2251	inh	Ingush	t̪ʼ
2251	inh	Ingush	d̪
2251	inh	Ingush	l̪
2251	inh	Ingush	tsʰ
2251	inh	Ingush	tsʼ
2251	inh	Ingush	s
2251	inh	Ingush	sː
2251	inh	Ingush	z
2251	inh	Ingush	n
2251	inh	Ingush	ɾ̺
2251	inh	Ingush	r̺̥
2251	inh	Ingush	tʃʰ
2251	inh	Ingush	tʃʼ
2251	inh	Ingush	ʃ
2251	inh	Ingush	ʒ
2251	inh	Ingush	j
2251	inh	Ingush	kʲʰ
2251	inh	Ingush	kʲʼ
2251	inh	Ingush	gʲ
2251	inh	Ingush	kʰ
2251	inh	Ingush	kʼ
2251	inh	Ingush	g
2251	inh	Ingush	x̠
2251	inh	Ingush	ʁ
2251	inh	Ingush	qʰ
2251	inh	Ingush	qː
2251	inh	Ingush	qʼ
2251	inh	Ingush	ʡ
2251	inh	Ingush	ʔ
2251	inh	Ingush	h
2251	inh	Ingush	ʜ
2251	inh	Ingush	t̪ʼˤ
2251	inh	Ingush	tʃʼˤ
2251	inh	Ingush	t̪ʰˤ
2251	inh	Ingush	tʃʰˤ
2251	inh	Ingush	pʰˤ
2251	inh	Ingush	tsʰˤ
2251	inh	Ingush	bˤ
2251	inh	Ingush	d̪ˤ
2251	inh	Ingush	mˤ
2251	inh	Ingush	nˤ
2251	inh	Ingush	vˤ
2251	inh	Ingush	zˤ
2251	inh	Ingush	ʒˤ
2251	inh	Ingush	ɪ
2251	inh	Ingush	ʊ
2251	inh	Ingush	ɨ
2251	inh	Ingush	i
2251	inh	Ingush	u
2251	inh	Ingush	iː
2251	inh	Ingush	uː
2251	inh	Ingush	iːɛ
2251	inh	Ingush	uːʌ
2251	inh	Ingush	ɛ
2251	inh	Ingush	ʌ
2251	inh	Ingush	o
2251	inh	Ingush	ɛ̯æː
2251	inh	Ingush	æ
2251	inh	Ingush	aː
2251	inh	Ingush	a
2251	inh	Ingush	ɔaː
2252	eng	English (RP)	pʰ
2252	eng	English (RP)	b
2252	eng	English (RP)	tʰ
2252	eng	English (RP)	d
2252	eng	English (RP)	kʰ
2252	eng	English (RP)	g
2252	eng	English (RP)	tʃ
2252	eng	English (RP)	dʒ
2252	eng	English (RP)	f
2252	eng	English (RP)	v
2252	eng	English (RP)	θ
2252	eng	English (RP)	ð
2252	eng	English (RP)	s
2252	eng	English (RP)	z
2252	eng	English (RP)	ʃ
2252	eng	English (RP)	ʒ
2252	eng	English (RP)	h
2252	eng	English (RP)	m
2252	eng	English (RP)	n
2252	eng	English (RP)	ŋ
2252	eng	English (RP)	l
2252	eng	English (RP)	ɹ
2252	eng	English (RP)	w
2252	eng	English (RP)	j
2252	eng	English (RP)	iː
2252	eng	English (RP)	ɪ
2252	eng	English (RP)	e
2252	eng	English (RP)	æ
2252	eng	English (RP)	ɑː
2252	eng	English (RP)	ʌ
2252	eng	English (RP)	ɜː
2252	eng	English (RP)	ə
2252	eng	English (RP)	uː
2252	eng	English (RP)	ʊ
2252	eng	English (RP)	ɔː
2252	eng	English (RP)	ɒ
2252	eng	English (RP)	eɪ
2252	eng	English (RP)	aɪ
2252	eng	English (RP)	əʊ
2252	eng	English (RP)	aʊ
2252	eng	English (RP)	ɔɪ
2252	eng	English (RP)	ɪə
2252	eng	English (RP)	eə
2252	eng	English (RP)	ʊə
2253	duo	Dupaningan Agta	p
2253	duo	Dupaningan Agta	b
2253	duo	Dupaningan Agta	m
2253	duo	Dupaningan Agta	w
2253	duo	Dupaningan Agta	t
2253	duo	Dupaningan Agta	d
2253	duo	Dupaningan Agta	n
2253	duo	Dupaningan Agta	r
2253	duo	Dupaningan Agta	l
2253	duo	Dupaningan Agta	s
2253	duo	Dupaningan Agta	j
2253	duo	Dupaningan Agta	k
2253	duo	Dupaningan Agta	g
2253	duo	Dupaningan Agta	ŋ
2253	duo	Dupaningan Agta	ʔ
2253	duo	Dupaningan Agta	ä
2253	duo	Dupaningan Agta	ɛ
2253	duo	Dupaningan Agta	i
2253	duo	Dupaningan Agta	u
2253	duo	Dupaningan Agta	o
2253	duo	Dupaningan Agta	ə
2254	lzz	Laz (Borçka)	pʰ
2254	lzz	Laz (Borçka)	t̪ʰ
2254	lzz	Laz (Borçka)	kʰ
2254	lzz	Laz (Borçka)	pʼ
2254	lzz	Laz (Borçka)	t̪ʼ
2254	lzz	Laz (Borçka)	kʼ
2254	lzz	Laz (Borçka)	b
2254	lzz	Laz (Borçka)	d̪
2254	lzz	Laz (Borçka)	g
2254	lzz	Laz (Borçka)	ts
2254	lzz	Laz (Borçka)	tʃ
2254	lzz	Laz (Borçka)	tsʼ
2254	lzz	Laz (Borçka)	tʃʼ
2254	lzz	Laz (Borçka)	dz
2254	lzz	Laz (Borçka)	dʒ
2254	lzz	Laz (Borçka)	s
2254	lzz	Laz (Borçka)	z
2254	lzz	Laz (Borçka)	ʃ
2254	lzz	Laz (Borçka)	ʒ
2254	lzz	Laz (Borçka)	χ
2254	lzz	Laz (Borçka)	h
2254	lzz	Laz (Borçka)	ʁ
2254	lzz	Laz (Borçka)	m
2254	lzz	Laz (Borçka)	n̪
