ISO	Name	Dialect	Phonemes	Questions	Allophones	ExplanationOfAllophones	FileNames
mtb	Agni Morofo		ŋɡ				
mtb	Agni Morofo		mː				
mtb	Agni Morofo		nː				
mtb	Agni Morofo		ɲː				
mtb	Agni Morofo		m				
mtb	Agni Morofo		o				
mtb	Agni Morofo		n				
mtb	Agni Morofo		p				
mtb	Agni Morofo		s				
mtb	Agni Morofo		u				
mtb	Agni Morofo		t				
mtb	Agni Morofo		w				
mtb	Agni Morofo		a				
mtb	Agni Morofo		ĩ				
mtb	Agni Morofo		ɪ̃				
mtb	Agni Morofo		ũ				
mtb	Agni Morofo		ʊ̃				
mtb	Agni Morofo		ã				
mtb	Agni Morofo		ɥ				
mtb	Agni Morofo		˦				
mtb	Agni Morofo		˨				
mtb	Agni Morofo		˨˦				
mtb	Agni Morofo		˦˨				
							
aka	Akan		i				aka_dolphyne1988.pdf
aka	Akan		ɪ				
aka	Akan		e				
aka	Akan		ɛ				
aka	Akan		æ				
aka	Akan		a				
aka	Akan		u				
aka	Akan		ʊ				
aka	Akan		o				
aka	Akan		ɔ				
aka	Akan		iː				
aka	Akan		ɪː				
aka	Akan		eː				
aka	Akan		ɛː				
aka	Akan		æː				
aka	Akan		aː				
aka	Akan		uː				
aka	Akan		ʊː				
aka	Akan		oː				
aka	Akan		ɔː				
aka	Akan		ĩ				
aka	Akan		ɪ̃				
aka	Akan		ẽ				
aka	Akan		ɛ̃				
aka	Akan		æ̃				
aka	Akan		ã				
aka	Akan		ũ				
aka	Akan		ʊ̃				
aka	Akan		õ				
aka	Akan		ɔ̃				
aka	Akan		p				
aka	Akan		b				
aka	Akan		t				
aka	Akan		d				
aka	Akan		ts				
aka	Akan		dz				
aka	Akan		kʷ				
aka	Akan		ɡʷ				
aka	Akan		tɕ				
aka	Akan		dʑ				
aka	Akan		tɕᶣ				
aka	Akan		dʑᶣ				
aka	Akan		m				
aka	Akan		n				
aka	Akan		ɲ				
aka	Akan		ŋ				
aka	Akan		ɲᶣ				
aka	Akan		ŋʷ				
aka	Akan		f				
aka	Akan		s				
aka	Akan		l				
aka	Akan		r				
aka	Akan		ɕ				
aka	Akan		ɕᶣ				
aka	Akan		sᶣ				
aka	Akan		h				
aka	Akan		w				
aka	Akan		ɥ				
aka	Akan		˦				
aka	Akan		˨				
							
cko	anufɔ		˦				chakosi_stanford1970.pdf
cko	anufɔ		˨				
cko	anufɔ		ɡb				
cko	anufɔ		ɡbʲ	contrast only before front vowels			
cko	anufɔ		ɟ				
cko	anufɔ		ɟʲ	contrast only before front vowels			
cko	anufɔ		c				
cko	anufɔ		cʲ	contrast only before front vowels			
cko	anufɔ		ɕᶣ	contrast only before front vowels			
cko	anufɔ		ʑᶣ	contrast only before front vowels			
cko	anufɔ		kp				
cko	anufɔ		kpʲ	contrast only before front vowels			
cko	anufɔ		ŋ				
cko	anufɔ		ŋm				
cko	anufɔ		ŋmʲ	contrast only before front vowels			
cko	anufɔ		ɔ				
cko	anufɔ		ɛ				
cko	anufɔ		a				
cko	anufɔ		ʃ				
cko	anufɔ		b				
cko	anufɔ		bʲ	contrast only before front vowels			
cko	anufɔ		bʷ	contrast only before front vowels			
cko	anufɔ		e				
cko	anufɔ		d				
cko	anufɔ		dʲ	contrast only before front vowels			
cko	anufɔ		ɡ				
cko	anufɔ		ɡʷ	contrast only before front vowels			
cko	anufɔ		f				
cko	anufɔ		fʲ	contrast only before front vowels			
cko	anufɔ		fʷ	contrast only before front vowels			
cko	anufɔ		i				
cko	anufɔ		h				
cko	anufɔ		k				
cko	anufɔ		kʷ	contrast only before front vowels			
cko	anufɔ		j				
cko	anufɔ		m				
cko	anufɔ		mʲ	contrast only before front vowels			
cko	anufɔ		l				
cko	anufɔ		lᶣ	contrast only before front vowels			
cko	anufɔ		r				
cko	anufɔ		o				
cko	anufɔ		n				
cko	anufɔ		p				
cko	anufɔ		pʷ	contrast only before front vowels			
cko	anufɔ		pʲ	contrast only before front vowels			
cko	anufɔ		s				
cko	anufɔ		z				
cko	anufɔ		ɲ	contrast only before front vowels			
cko	anufɔ		u				
cko	anufɔ		t				
cko	anufɔ		tʲ	contrast only before front vowels			
cko	anufɔ		w				
cko	anufɔ		ɥ	contrast only before front vowels			
cko	anufɔ		ɥ̥	contrast only before front vowels			
cko	anufɔ		ĩ				
cko	anufɔ		ɛ̃				
cko	anufɔ		ũ				
cko	anufɔ		ɔ̃				
cko	anufɔ		ã				
							
bvx	babole		i				babole.pdf
bvx	babole		u				
bvx	babole		e				
bvx	babole		ɛ				
bvx	babole		ɔ				
bvx	babole		a				
bvx	babole		p	alternates with h			
bvx	babole		b	marginal, alternates with ɸ	[b]	[b] found before [i]/[u] and phrase initially	
bvx	babole		b	marginal, alternates with ɸ	[ɸ]	[b] found before [i]/[u] and phrase initially	
bvx	babole		t				
bvx	babole		k				
bvx	babole		s				
bvx	babole		h				
bvx	babole		<ts>	marginal			
bvx	babole		<dz>	marginal			
bvx	babole		<mp>	marginal			
bvx	babole		<nt>	marginal			
bvx	babole		<nts>	marginal			
bvx	babole		<ŋk>	marginal			
bvx	babole		<ndz>	marginal			
bvx	babole		<ns>	marginal			
bvx	babole		<w>	marginal			
bvx	babole		<j>	marginal			
bvx	babole		mb				
bvx	babole		ŋɡ				
bvx	babole		m				
bvx	babole		l		[l]	[d] is found only before [i]	
bvx	babole		l		[d]	[d] is found only before [i]	
bvx	babole		n				
bvx	babole		˦				
bvx	babole		˨				
bvx	babole		˦˨				
bvx	babole		˨˦				
							
bcw	bana		p		[p]	before vowels	bana_hofmann1990_o.pdf
bcw	bana		p		[pʰ]	before vowels	
bcw	bana		b				
bcw	bana		t		[t]	before vowels	
bcw	bana		t		[tʰ]	before vowels	
bcw	bana		d				
bcw	bana		ts		[ts]	palatal prosody	
bcw	bana		ts		[t̠ʃ]	palatal prosody	
bcw	bana		dz		[dz]	palatal prosody	
bcw	bana		dz		[d̠ʒ]	palatal prosody	
bcw	bana		k		[k]	before vowels/palatal prosody	
bcw	bana		k		[kʲ]	before vowels/palatal prosody	
bcw	bana		k		[kʰ]	before vowels/palatal prosody	
bcw	bana		ɡʷ		[ɡʷ]	palatal prosody	
bcw	bana		ɡʷ		[ɡʲ]	palatal prosody	
bcw	bana		kʷ				
bcw	bana		ɡ				
bcw	bana		ɓ				
bcw	bana		ɗ				
bcw	bana		ʔ		[ʔ]	palatal prosody	
bcw	bana		ʔ		[ʔʲ]	palatal prosody	
bcw	bana		ʔʷ				
bcw	bana		mb				
bcw	bana		nd				
bcw	bana		ndz		[ndz]	palatal prosody	
bcw	bana		ndz		[n̠d̠ʒ]	palatal prosody	
bcw	bana		ŋɡ		[ŋɡ]	palatal prosody	
bcw	bana		ŋɡ		[ŋɡʲ]	palatal prosody	
bcw	bana		ŋɡʷ				
bcw	bana		f				
bcw	bana		s		[s]	palatal prosody	
bcw	bana		s		[ʃ]	palatal prosody	
bcw	bana		χ		[χ]	palatal prosody	
bcw	bana		χ		[χʲ]	palatal prosody	
bcw	bana		χʷ				
bcw	bana		ɬ				
bcw	bana		v				
bcw	bana		ɮ				
bcw	bana		z		[z]	palatal prosody	
bcw	bana		z		[ʒ]	palatal prosody	
bcw	bana		ʁ		[ʁ]	palatal prosody	
bcw	bana		ʁ		[ɣ]	palatal prosody	
bcw	bana		ʁʷ				
bcw	bana		m				
bcw	bana		n				
bcw	bana		ŋ				
bcw	bana		ŋʷ				
bcw	bana		<ⱱ>	marginal, only in ideophones and between high central vowels			
bcw	bana		ɾ		[ɾ]	pre-pause	
bcw	bana		ɾ		[r̥]	pre-pause	
bcw	bana		j				
bcw	bana		w				
bcw	bana		ɛ				
bcw	bana		ə		[ə]	palatal prosody	
bcw	bana		ə		[i]	palatal prosody	
bcw	bana		ɨ				
bcw	bana		˦				
bcw	bana		˨				
bcw	bana		˦˨				
bcw	bana		˨˦				
							
bdh	baka		a				kresh_aja.pdf
bdh	baka		u				
bdh	baka		i				
bdh	baka		ɛ				
bdh	baka		ɔ				
bdh	baka		ɐ				
bdh	baka		b				
bdh	baka		ɓ				
bdh	baka		br	suspicious?			
bdh	baka		tɕ				
bdh	baka		d				
bdh	baka		ɗ				
bdh	baka		ɖ				
bdh	baka		f				
bdh	baka		ɡ				
bdh	baka		ɡb				
bdh	baka		h				
bdh	baka		x				
bdh	baka		ɣ				
bdh	baka		ħ				
bdh	baka		ʕ				
bdh	baka		e				
bdh	baka		dʑ				
bdh	baka		ɪ				
bdh	baka		k				
bdh	baka		kp				
bdh	baka		l				
bdh	baka		m				
bdh	baka		n				
bdh	baka		ɲ				
bdh	baka		ŋ				
bdh	baka		o				
bdh	baka		p				
bdh	baka		r				
bdh	baka		ɾ				
bdh	baka		ʃ				
bdh	baka		s				
bdh	baka		t				
bdh	baka		ts				
bdh	baka		θ				
bdh	baka		ʊ				
bdh	baka		ⱱ				
bdh	baka		v				
bdh	baka		w				
bdh	baka		j				
bdh	baka		ʒ				
							
aja	aja		a				kresh_aja.pdf
aja	aja		u				
aja	aja		i				
aja	aja		ɛ				
aja	aja		ɔ				
aja	aja		ɐ				
aja	aja		b				
aja	aja		ɓ				
aja	aja		tɕ				
aja	aja		d				
aja	aja		ɟ				
aja	aja		ɗ				
aja	aja		ɖ				
aja	aja		f				
aja	aja		ɡ				
aja	aja		ɡb				
aja	aja		h				
aja	aja		x				
aja	aja		ɣ				
aja	aja		ħ				
aja	aja		ʕ				
aja	aja		e				
aja	aja		dʑ				
aja	aja		ɪ				
aja	aja		k				
aja	aja		kp				
aja	aja		l				
aja	aja		m				
aja	aja		n				
aja	aja		ɲ				
aja	aja		ŋ				
aja	aja		o				
aja	aja		p				
aja	aja		r				
aja	aja		ɾ				
aja	aja		ʃ				
aja	aja		s				
aja	aja		t				
aja	aja		ʈ				
aja	aja		c				
aja	aja		ts				
aja	aja		θ				
aja	aja		ʊ				
aja	aja		ⱱ				
aja	aja		v				
aja	aja		w				
aja	aja		j				
aja	aja		ʒ				
							
bip	bila		i				bila.pdf
bip	bila		ɪ				
bip	bila		u				
bip	bila		ʊ				
bip	bila		e				
bip	bila		ɛ				
bip	bila		o				
bip	bila		ɔ				
bip	bila		a				
bip	bila		ɓ				
bip	bila		ɗ				
bip	bila		p				
bip	bila		t				
bip	bila		t̠ʃ				
bip	bila		k				
bip	bila		kp				
bip	bila		mb				
bip	bila		nd				
bip	bila		n̠d̠ʒ	updated from ɲdʒ			
bip	bila		ŋɡ				
bip	bila		ŋmɡb				
bip	bila		ɸ				
bip	bila		s				
bip	bila		h				
bip	bila		mb				
bip	bila		nd				
bip	bila		ɲ				
bip	bila		l				
bip	bila		j				
bip	bila		w				
bip	bila		˦				
bip	bila		˧				
bip	bila		˨				
bip	bila		˨˧				
bip	bila		˨˦				
							
bqp	busa		i				busa.pdf
bqp	busa		e				
bqp	busa		a				
bqp	busa		o				
bqp	busa		u				
bqp	busa		ɛ				
bqp	busa		ɔ				
bqp	busa		ɛ̃				
bqp	busa		ɔ̃				
bqp	busa		ũ				
bqp	busa		ĩ				
bqp	busa		ã				
bqp	busa		kp				
bqp	busa		ɡb				
bqp	busa		p				
bqp	busa		b				
bqp	busa		t				
bqp	busa		d				
bqp	busa		k				
bqp	busa		ɡ				
bqp	busa		f				
bqp	busa		s				
bqp	busa		v				
bqp	busa		z				
bqp	busa		m				
bqp	busa		n		[n]	word-initial,word-medial	
bqp	busa		n		[l]	word-initial,word-medial	
bqp	busa		n		[r]	word-initial,word-medial	
bqp	busa		w				
bqp	busa		j				
bqp	busa		˦				
bqp	busa		˧				
bqp	busa		˨				
							
fub	fulfulde (fuunaangere)	fuunaangere	ʔ				fulfulde_bickoe2000_o.pdf
fub	fulfulde (fuunaangere)	fuunaangere	r				
fub	fulfulde (fuunaangere)	fuunaangere	ʔʲ				
fub	fulfulde (fuunaangere)	fuunaangere	ŋ				
fub	fulfulde (fuunaangere)	fuunaangere	ɓ				
fub	fulfulde (fuunaangere)	fuunaangere	ɗ				
fub	fulfulde (fuunaangere)	fuunaangere	d̠ʒ				
fub	fulfulde (fuunaangere)	fuunaangere	a				
fub	fulfulde (fuunaangere)	fuunaangere	t̠ʃ				
fub	fulfulde (fuunaangere)	fuunaangere	b				
fub	fulfulde (fuunaangere)	fuunaangere	e				
fub	fulfulde (fuunaangere)	fuunaangere	d				
fub	fulfulde (fuunaangere)	fuunaangere	ɡ				
fub	fulfulde (fuunaangere)	fuunaangere	f				
fub	fulfulde (fuunaangere)	fuunaangere	i				
fub	fulfulde (fuunaangere)	fuunaangere	h				
fub	fulfulde (fuunaangere)	fuunaangere	k				
fub	fulfulde (fuunaangere)	fuunaangere	j				
fub	fulfulde (fuunaangere)	fuunaangere	m				
fub	fulfulde (fuunaangere)	fuunaangere	l				
fub	fulfulde (fuunaangere)	fuunaangere	o				
fub	fulfulde (fuunaangere)	fuunaangere	n				
fub	fulfulde (fuunaangere)	fuunaangere	p				
fub	fulfulde (fuunaangere)	fuunaangere	q				
fub	fulfulde (fuunaangere)	fuunaangere	s				
fub	fulfulde (fuunaangere)	fuunaangere	ɲ				
fub	fulfulde (fuunaangere)	fuunaangere	u				
fub	fulfulde (fuunaangere)	fuunaangere	t				
fub	fulfulde (fuunaangere)	fuunaangere	mb				
fub	fulfulde (fuunaangere)	fuunaangere	nd				
fub	fulfulde (fuunaangere)	fuunaangere	n̠d̠ʒ	updated from ɲdʒ			
fub	fulfulde (fuunaangere)	fuunaangere	ŋɡ				
fub	fulfulde (fuunaangere)	fuunaangere	w				
fub	fulfulde (fuunaangere)	fuunaangere	v				
fub	fulfulde (fuunaangere)	fuunaangere	iː				
fub	fulfulde (fuunaangere)	fuunaangere	eː				
fub	fulfulde (fuunaangere)	fuunaangere	uː				
fub	fulfulde (fuunaangere)	fuunaangere	oː				
fub	fulfulde (fuunaangere)	fuunaangere	aː				
							
fuv	fulfulde (NGA)	Kaceccereere	a				fulfulde_mcintosh1984_o.pdf
fuv	fulfulde (NGA)	Kaceccereere	ɑː				
fuv	fulfulde (NGA)	Kaceccereere	ɛ				
fuv	fulfulde (NGA)	Kaceccereere	eː				
fuv	fulfulde (NGA)	Kaceccereere	ɪ				
fuv	fulfulde (NGA)	Kaceccereere	iː				
fuv	fulfulde (NGA)	Kaceccereere	ɔ				
fuv	fulfulde (NGA)	Kaceccereere	oː				
fuv	fulfulde (NGA)	Kaceccereere	ʊ				
fuv	fulfulde (NGA)	Kaceccereere	uː				
fuv	fulfulde (NGA)	Kaceccereere	ɗ				
fuv	fulfulde (NGA)	Kaceccereere	ɗː				
fuv	fulfulde (NGA)	Kaceccereere	ɓ				
fuv	fulfulde (NGA)	Kaceccereere	ɓː				
fuv	fulfulde (NGA)	Kaceccereere	ʔ				
fuv	fulfulde (NGA)	Kaceccereere	ʔʲ				
fuv	fulfulde (NGA)	Kaceccereere	ʔʲː				
fuv	fulfulde (NGA)	Kaceccereere	t				
fuv	fulfulde (NGA)	Kaceccereere	tː				
fuv	fulfulde (NGA)	Kaceccereere	l				
fuv	fulfulde (NGA)	Kaceccereere	lː				
fuv	fulfulde (NGA)	Kaceccereere	n				
fuv	fulfulde (NGA)	Kaceccereere	nː				
fuv	fulfulde (NGA)	Kaceccereere	m				
fuv	fulfulde (NGA)	Kaceccereere	mː				
fuv	fulfulde (NGA)	Kaceccereere	ɲ				
fuv	fulfulde (NGA)	Kaceccereere	ɲː				
fuv	fulfulde (NGA)	Kaceccereere	ŋ				
fuv	fulfulde (NGA)	Kaceccereere	ŋː				
fuv	fulfulde (NGA)	Kaceccereere	r				
fuv	fulfulde (NGA)	Kaceccereere	rː				
fuv	fulfulde (NGA)	Kaceccereere	w				
fuv	fulfulde (NGA)	Kaceccereere	j				
fuv	fulfulde (NGA)	Kaceccereere	h				
fuv	fulfulde (NGA)	Kaceccereere	f				
fuv	fulfulde (NGA)	Kaceccereere	s				
fuv	fulfulde (NGA)	Kaceccereere	d				
fuv	fulfulde (NGA)	Kaceccereere	dː				
fuv	fulfulde (NGA)	Kaceccereere	ɡ				
fuv	fulfulde (NGA)	Kaceccereere	ɡː				
fuv	fulfulde (NGA)	Kaceccereere	b				
fuv	fulfulde (NGA)	Kaceccereere	bː				
fuv	fulfulde (NGA)	Kaceccereere	k				
fuv	fulfulde (NGA)	Kaceccereere	kː				
fuv	fulfulde (NGA)	Kaceccereere	p				
fuv	fulfulde (NGA)	Kaceccereere	pː				
fuv	fulfulde (NGA)	Kaceccereere	d̠ʒ				
fuv	fulfulde (NGA)	Kaceccereere	d̠ʒː				
fuv	fulfulde (NGA)	Kaceccereere	t̠ʃ				
fuv	fulfulde (NGA)	Kaceccereere	t̠ʃː				
fuv	fulfulde (NGA)	Kaceccereere	nd				
fuv	fulfulde (NGA)	Kaceccereere	ndː				
fuv	fulfulde (NGA)	Kaceccereere	mb				
fuv	fulfulde (NGA)	Kaceccereere	mbː				
fuv	fulfulde (NGA)	Kaceccereere	n̠d̠ʒ	updated from ɲdʒ			
fuv	fulfulde (NGA)	Kaceccereere	ŋɡ				
fuv	fulfulde (NGA)	Kaceccereere	ŋɡː				
							
her	herero		θ				herero.pdf
her	herero		h				
her	herero		p				
her	herero		t̪				
her	herero		t				
her	herero		ɕ				
her	herero		k				
her	herero		mb				
her	herero		nd̪				
her	herero		nd̪				
her	herero		ndʑ				
her	herero		ŋɡ				
her	herero		mb				
her	herero		n̪				
her	herero		n				
her	herero		ɲ				
her	herero		v				
her	herero		ð				
her	herero		ɾ				
her	herero		w				
her	herero		j				
her	herero		˦				
her	herero		˨				
her	herero		i				
her	herero		e				
her	herero		a				
her	herero		u				
her	herero		o				
							
sef	Senoufo-Cebaara	Tangari	˦				Herington_etal2009-TanagriPhonology.pdf
sef	Senoufo-Cebaara	Tangari	˧				
sef	Senoufo-Cebaara	Tangari	˨				
sef	Senoufo-Cebaara	Tangari	p		[p]	free variation	
sef	Senoufo-Cebaara	Tangari	p		[pʰ]	free variation	
sef	Senoufo-Cebaara	Tangari	b				
sef	Senoufo-Cebaara	Tangari	t		[t]	free variation	
sef	Senoufo-Cebaara	Tangari	t		[tʰ]	free variation	
sef	Senoufo-Cebaara	Tangari	d				
sef	Senoufo-Cebaara	Tangari	k		[k]	free variation	
sef	Senoufo-Cebaara	Tangari	k		[kʰ]	free variation	
sef	Senoufo-Cebaara	Tangari	ɡ		[ɡ]	word final	
sef	Senoufo-Cebaara	Tangari	ɡ		[ɡ̚]	word final	
sef	Senoufo-Cebaara	Tangari	ɡb				
sef	Senoufo-Cebaara	Tangari	kp	word initial only			
sef	Senoufo-Cebaara	Tangari	ʔ	word medial only			
sef	Senoufo-Cebaara	Tangari	f				
sef	Senoufo-Cebaara	Tangari	v	word initial only			
sef	Senoufo-Cebaara	Tangari	s				
sef	Senoufo-Cebaara	Tangari	z	word initial only			
sef	Senoufo-Cebaara	Tangari	ʃ				
sef	Senoufo-Cebaara	Tangari	ʒ	word initial only			
sef	Senoufo-Cebaara	Tangari	t̠ʃ				
sef	Senoufo-Cebaara	Tangari	d̠ʒ				
sef	Senoufo-Cebaara	Tangari	m				
sef	Senoufo-Cebaara	Tangari	n				
sef	Senoufo-Cebaara	Tangari	ŋ	word initial only			
sef	Senoufo-Cebaara	Tangari	l				
sef	Senoufo-Cebaara	Tangari	r		[r]		
sef	Senoufo-Cebaara	Tangari	r		[r̥]		
sef	Senoufo-Cebaara	Tangari	r		[ɾ]		
sef	Senoufo-Cebaara	Tangari	e				
sef	Senoufo-Cebaara	Tangari	ɛ				
sef	Senoufo-Cebaara	Tangari	ɛ̃				
sef	Senoufo-Cebaara	Tangari	ɛː				
sef	Senoufo-Cebaara	Tangari	o				
sef	Senoufo-Cebaara	Tangari	ɔ				
sef	Senoufo-Cebaara	Tangari	ɔː				
sef	Senoufo-Cebaara	Tangari	ɔ̃				
sef	Senoufo-Cebaara	Tangari	ɔ̃ː				
sef	Senoufo-Cebaara	Tangari	a				
sef	Senoufo-Cebaara	Tangari	ã				
sef	Senoufo-Cebaara	Tangari	ãː				
sef	Senoufo-Cebaara	Tangari	aː				
							
khq	songhoy		˦				khq.pdf
khq	songhoy		˨				
khq	songhoy		˦˨				
khq	songhoy		˨˦				
khq	songhoy		˦˨˦				
khq	songhoy		˨˦˨				
khq	songhoy		i		[i]	word final	
khq	songhoy		i		[ĩ]	word final	
khq	songhoy		e		[e]	word final	
khq	songhoy		e		[ẽ]	word final	
khq	songhoy		ɛ		[ɛ]	word final	
khq	songhoy		ɛ		[ɛ̃]	word final	
khq	songhoy		ɔ		[ɔ]	word final	
khq	songhoy		ɔ		[ɔ̃]	word final	
khq	songhoy		u		[u]	word final	
khq	songhoy		u		[ũ]	word final	
khq	songhoy		a		[a]	word final	
khq	songhoy		a		[ã	word final	
khq	songhoy		o		[o]	word final	
khq	songhoy		o		[õ]	word final	
khq	songhoy		iː		[iː]	word final	
khq	songhoy		iː		[ĩː]	word final	
khq	songhoy		eː		[eː]	word final	
khq	songhoy		eː		[ẽː]	word final	
khq	songhoy		ɛː		[ɛː]	word final	
khq	songhoy		ɛː		[ɛ̃ː]	word final	
