InventoryID	Source	LanguageCode	LanguageName	Trump	PhonemeID	GlyphID	Phoneme	Class	CombinedClass	NumOfCombinedGlyphs
2	SPA	ket	Ket	1	49	69	lˠ	consonant	c-d	2
2	SPA	ket	Ket	1	50	6	iː	vowel	v-d	2
2	SPA	ket	Ket	1	51	71	ɔː	vowel	v-d	2
2	SPA	ket	Ket	1	52	7	aː	vowel	v-d	2
2	SPA	ket	Ket	1	53	12	a	vowel	v	1
2	SPA	ket	Ket	1	54	74	ɨ	vowel	v	1
2	SPA	ket	Ket	1	55	14	ŋ	consonant	c	1
2	SPA	ket	Ket	1	56	15	uː	vowel	v-d	2
2	SPA	ket	Ket	1	57	76	ɔ	vowel	v	1
2	SPA	ket	Ket	1	58	18	æː	vowel	v-d	2
2	SPA	ket	Ket	1	59	45	b	consonant	c	1
2	SPA	ket	Ket	1	60	54	d	consonant	c	1
2	SPA	ket	Ket	1	61	23	æ	vowel	v	1
2	SPA	ket	Ket	1	62	25	i	vowel	v	1
2	SPA	ket	Ket	1	63	26	h	consonant	c	1
2	SPA	ket	Ket	1	64	82	ɨː	vowel	v-d	2
2	SPA	ket	Ket	1	65	83	tʲ	consonant	c-d	2
2	SPA	ket	Ket	1	66	39	n	consonant	c	1
2	SPA	ket	Ket	1	67	87	q	consonant	c	1
2	SPA	ket	Ket	1	68	46	s	consonant	c	1
2	SPA	ket	Ket	1	69	36	lʲ	consonant	c-d	2
2	SPA	ket	Ket	1	70	52	t	consonant	c	1
2	SPA	ket	Ket	1	71	84	sʲ	consonant	c-d	2
2	SPA	ket	Ket	1	72	42	nʲ	consonant	c-d	2
3	SPA	lbe	Lak	1	73	47	ʃ	consonant	c	1
3	SPA	lbe	Lak	1	74	97	t̠ʃʷʰ	consonant	c-d-c-d-c	5
3	SPA	lbe	Lak	1	75	98	ø̞ˤ	vowel	v-d-c	3
3	SPA	lbe	Lak	1	76	32	j	consonant	c	1
3	SPA	lbe	Lak	1	77	99	ʒ	consonant	c	1
3	SPA	lbe	Lak	1	78	100	t̠ʃʷʼ	consonant	c-d-c-d-c	5
3	SPA	lbe	Lak	1	79	101	kʷʰ	consonant	c-d-c	3
3	SPA	lbe	Lak	1	80	102	ɢʷ	consonant	c-d	2
3	SPA	lbe	Lak	1	81	103	t̠ʃʼ	consonant	c-d-c-c	4
3	SPA	lbe	Lak	1	82	104	pʼ	consonant	c-c	2
3	SPA	lbe	Lak	1	83	105	t͈	consonant	c-d	2
3	SPA	lbe	Lak	1	84	106	p͈	consonant	c-d	2
3	SPA	lbe	Lak	1	85	107	kʷʼ	consonant	c-d-c	3
3	SPA	lbe	Lak	1	86	108	t͈sʷ	consonant	c-d-c-d	4
3	SPA	lbe	Lak	1	87	109	χʷ	consonant	c-d	2
3	SPA	lbe	Lak	1	88	110	qʰ	consonant	c-c	2
3	SPA	lbe	Lak	1	89	111	x͈	consonant	c-d	2
3	SPA	lbe	Lak	1	90	112	ħ	consonant	c	1
3	SPA	lbe	Lak	1	91	7	aː	vowel	v-d	2
3	SPA	lbe	Lak	1	92	6	iː	vowel	v-d	2
3	SPA	lbe	Lak	1	93	113	qʼ	consonant	c-c	2
3	SPA	lbe	Lak	1	94	114	k͈ʷ	consonant	c-d-d	3
3	SPA	lbe	Lak	1	95	115	s͈	consonant	c-d	2
3	SPA	lbe	Lak	1	96	8	kʰ	consonant	c-c	2
3	SPA	lbe	Lak	1	97	116	x	consonant	c	1
3	SPA	lbe	Lak	1	98	9	u	vowel	v	1
3	SPA	lbe	Lak	1	99	15	uː	vowel	v-d	2
3	SPA	lbe	Lak	1	100	117	qʷʰ	consonant	c-d-c	3
3	SPA	lbe	Lak	1	101	118	ʃ͈	consonant	c-d	2
3	SPA	lbe	Lak	1	102	119	kʼ	consonant	c-c	2
3	SPA	lbe	Lak	1	103	12	a	vowel	v	1
3	SPA	lbe	Lak	1	104	92	χ	consonant	c	1
3	SPA	lbe	Lak	1	105	46	s	consonant	c	1
3	SPA	lbe	Lak	1	106	120	χ͈	consonant	c-d	2
3	SPA	lbe	Lak	1	107	121	k͈	consonant	c-d	2
3	SPA	lbe	Lak	1	108	122	t͈s	consonant	c-d-c	3
3	SPA	lbe	Lak	1	109	123	tʼ	consonant	c-c	2
3	SPA	lbe	Lak	1	110	124	æˤ	vowel	v-c	2
3	SPA	lbe	Lak	1	111	91	ɢ	consonant	c	1
3	SPA	lbe	Lak	1	112	125	x͈ʷ	consonant	c-d-d	3
3	SPA	lbe	Lak	1	113	126	tsʷʼ	consonant	c-c-d-c	4
3	SPA	lbe	Lak	1	114	127	t̠͈ʃʷ	consonant	c-d-d-c-d	5
3	SPA	lbe	Lak	1	115	128	q͈	consonant	c-d	2
3	SPA	lbe	Lak	1	116	129	tsʷʰ	consonant	c-c-d-c	4
3	SPA	lbe	Lak	1	117	80	r	consonant	c	1
3	SPA	lbe	Lak	1	118	130	xʷ	consonant	c-d	2
3	SPA	lbe	Lak	1	119	131	q͈ʷ	consonant	c-d-d	3
3	SPA	lbe	Lak	1	120	30	ɡ	consonant	c	1
3	SPA	lbe	Lak	1	121	20	pʰ	consonant	c-c	2
3	SPA	lbe	Lak	1	122	45	b	consonant	c	1
3	SPA	lbe	Lak	1	123	54	d	consonant	c	1
3	SPA	lbe	Lak	1	124	1	t̠ʃʰ	consonant	c-d-c-c	4
3	SPA	lbe	Lak	1	125	25	i	vowel	v	1
3	SPA	lbe	Lak	1	126	26	h	consonant	c	1
3	SPA	lbe	Lak	1	127	132	χ͈ʷ	consonant	c-d-d	3
3	SPA	lbe	Lak	1	128	33	m	consonant	c	1
3	SPA	lbe	Lak	1	129	35	l	consonant	c	1
3	SPA	lbe	Lak	1	130	38	tʰ	consonant	c-c	2
3	SPA	lbe	Lak	1	131	39	n	consonant	c	1
3	SPA	lbe	Lak	1	132	133	tsʼ	consonant	c-c-c	3
3	SPA	lbe	Lak	1	133	134	qʷʼ	consonant	c-d-c	3
3	SPA	lbe	Lak	1	134	135	e̞ˤ	vowel	v-d-c	3
3	SPA	lbe	Lak	1	135	55	w	consonant	c	1
3	SPA	lbe	Lak	1	136	136	ʃ͈ʷ	consonant	c-d-d	3
3	SPA	lbe	Lak	1	137	137	t̠͈ʃ	consonant	c-d-d-c	4
3	SPA	lbe	Lak	1	138	48	z	consonant	c	1
3	SPA	lbe	Lak	1	139	138	ʃʷ	consonant	c-d	2
3	SPA	lbe	Lak	1	140	139	tsʰ	consonant	c-c-c	3
3	SPA	lbe	Lak	1	141	3	ʔ	consonant	c	1
4	SPA	kbd	Kabardian	1	142	140	k̟ʲʼ	consonant	c-d-d-c	4
4	SPA	kbd	Kabardian	1	143	88	ʁ	consonant	c	1
4	SPA	kbd	Kabardian	1	144	142	t̻s̻ʼ	consonant	c-d-c-d-c	5
4	SPA	kbd	Kabardian	1	145	32	j	consonant	c	1
4	SPA	kbd	Kabardian	1	146	93	qχ	consonant	c-c	2
4	SPA	kbd	Kabardian	1	147	143	ʔʷ	consonant	c-d	2
4	SPA	kbd	Kabardian	1	148	144	ʝ̟	consonant	c-d	2
4	SPA	kbd	Kabardian	1	149	145	fʼ	consonant	c-c	2
4	SPA	kbd	Kabardian	1	150	146	d̻z̻	consonant	c-d-c-d	4
4	SPA	kbd	Kabardian	1	151	101	kʷʰ	consonant	c-d-c	3
4	SPA	kbd	Kabardian	1	152	99	ʒ	consonant	c	1
4	SPA	kbd	Kabardian	1	153	148	x̟ʲ	consonant	c-d-d	3
4	SPA	kbd	Kabardian	1	154	149	d̻	consonant	c-d	2
4	SPA	kbd	Kabardian	1	155	150	qχʷʼ	consonant	c-c-d-c	4
4	SPA	kbd	Kabardian	1	156	107	kʷʼ	consonant	c-d-c	3
4	SPA	kbd	Kabardian	1	157	151	s̻	consonant	c-d	2
4	SPA	kbd	Kabardian	1	158	92	χ	consonant	c	1
4	SPA	kbd	Kabardian	1	159	112	ħ	consonant	c	1
4	SPA	kbd	Kabardian	1	160	72	a̟ː	vowel	v-d-d	3
4	SPA	kbd	Kabardian	1	161	153	ʁʷ	consonant	c-d	2
4	SPA	kbd	Kabardian	1	162	154	o̞ː	vowel	v-d-d	3
4	SPA	kbd	Kabardian	1	163	155	t̻s̻	consonant	c-d-c-d	4
4	SPA	kbd	Kabardian	1	164	156	ɜ	vowel	v	1
4	SPA	kbd	Kabardian	1	165	159	ɬʲʼ	consonant	c-d-c	3
4	SPA	kbd	Kabardian	1	166	80	r	consonant	c	1
4	SPA	kbd	Kabardian	1	167	162	e̞ː	vowel	v-d-d	3
4	SPA	kbd	Kabardian	1	168	109	χʷ	consonant	c-d	2
4	SPA	kbd	Kabardian	1	169	163	qχʼ	consonant	c-c-c	3
4	SPA	kbd	Kabardian	1	170	164	ɡ̟ʲ	consonant	c-d-d	3
4	SPA	kbd	Kabardian	1	171	166	t̻ʰ	consonant	c-d-c	3
4	SPA	kbd	Kabardian	1	172	167	qχʷ	consonant	c-c-d	3
4	SPA	kbd	Kabardian	1	173	168	k̟ʲʰ	consonant	c-d-d-c	4
4	SPA	kbd	Kabardian	1	174	170	t̻ʼ	consonant	c-d-c	3
4	SPA	kbd	Kabardian	1	175	171	ʃʼ	consonant	c-c	2
4	SPA	kbd	Kabardian	1	176	15	uː	vowel	v-d	2
4	SPA	kbd	Kabardian	1	177	172	ɣ̟ʲ	consonant	c-d-d	3
4	SPA	kbd	Kabardian	1	178	173	ɡʷ	consonant	c-d	2
4	SPA	kbd	Kabardian	1	179	174	z̻	consonant	c-d	2
4	SPA	kbd	Kabardian	1	180	130	xʷ	consonant	c-d	2
4	SPA	kbd	Kabardian	1	181	6	iː	vowel	v-d	2
4	SPA	kbd	Kabardian	1	182	20	pʰ	consonant	c-c	2
4	SPA	kbd	Kabardian	1	183	45	b	consonant	c	1
4	SPA	kbd	Kabardian	1	184	175	f	consonant	c	1
4	SPA	kbd	Kabardian	1	185	74	ɨ	vowel	v	1
4	SPA	kbd	Kabardian	1	186	28	ɦ	consonant	c	1
4	SPA	kbd	Kabardian	1	187	33	m	consonant	c	1
4	SPA	kbd	Kabardian	1	188	104	pʼ	consonant	c-c	2
4	SPA	kbd	Kabardian	1	189	55	w	consonant	c	1
4	SPA	kbd	Kabardian	1	190	47	ʃ	consonant	c	1
4	SPA	kbd	Kabardian	1	191	177	n̻	consonant	c-d	2
4	SPA	kbd	Kabardian	1	192	178	ɬʲ	consonant	c-d	2
4	SPA	kbd	Kabardian	1	193	179	ç̟	consonant	c-d	2
4	SPA	kbd	Kabardian	1	194	180	v	consonant	c	1
4	SPA	kbd	Kabardian	1	195	181	ʕ	consonant	c	1
4	SPA	kbd	Kabardian	1	196	182	ɮʲ	consonant	c-d	2
4	SPA	kbd	Kabardian	1	197	3	ʔ	consonant	c	1
5	SPA	kat	Georgian	1	198	88	ʁ	consonant	c	1
5	SPA	kat	Georgian	1	199	47	ʃ	consonant	c	1
5	SPA	kat	Georgian	1	200	32	j	consonant	c	1
5	SPA	kat	Georgian	1	201	64	ʊ	vowel	v	1
5	SPA	kat	Georgian	1	202	113	qʼ	consonant	c-c	2
5	SPA	kat	Georgian	1	203	1	t̠ʃʰ	consonant	c-d-c-c	4
5	SPA	kat	Georgian	1	204	99	ʒ	consonant	c	1
5	SPA	kat	Georgian	1	205	104	pʼ	consonant	c-c	2
5	SPA	kat	Georgian	1	206	103	t̠ʃʼ	consonant	c-d-c-c	4
5	SPA	kat	Georgian	1	207	69	lˠ	consonant	c-d	2
5	SPA	kat	Georgian	1	208	133	tsʼ	consonant	c-c-c	3
5	SPA	kat	Georgian	1	209	50	ts	consonant	c-c	2
5	SPA	kat	Georgian	1	210	73	a̟	vowel	v-d	2
5	SPA	kat	Georgian	1	211	8	kʰ	consonant	c-c	2
5	SPA	kat	Georgian	1	212	119	kʼ	consonant	c-c	2
5	SPA	kat	Georgian	1	213	79	β	consonant	c	1
5	SPA	kat	Georgian	1	214	92	χ	consonant	c	1
5	SPA	kat	Georgian	1	215	123	tʼ	consonant	c-c	2
5	SPA	kat	Georgian	1	216	203	e̞	vowel	v-d	2
5	SPA	kat	Georgian	1	217	205	ə̆	vowel	v-d	2
5	SPA	kat	Georgian	1	218	20	pʰ	consonant	c-c	2
5	SPA	kat	Georgian	1	219	207	o̞	vowel	v-d	2
5	SPA	kat	Georgian	1	220	26	h	consonant	c	1
5	SPA	kat	Georgian	1	221	29	k	consonant	c	1
5	SPA	kat	Georgian	1	222	81	ɪ	vowel	v	1
5	SPA	kat	Georgian	1	223	33	m	consonant	c	1
5	SPA	kat	Georgian	1	224	38	tʰ	consonant	c-c	2
5	SPA	kat	Georgian	1	225	39	n	consonant	c	1
5	SPA	kat	Georgian	1	226	43	p	consonant	c	1
5	SPA	kat	Georgian	1	227	46	s	consonant	c	1
5	SPA	kat	Georgian	1	228	80	r	consonant	c	1
5	SPA	kat	Georgian	1	229	49	t̠ʃ	consonant	c-d-c	3
5	SPA	kat	Georgian	1	230	52	t	consonant	c	1
5	SPA	kat	Georgian	1	231	48	z	consonant	c	1
5	SPA	kat	Georgian	1	232	139	tsʰ	consonant	c-c-c	3
6	SPA	bsk	Burushaski	1	233	88	ʁ	consonant	c	1
6	SPA	bsk	Burushaski	1	234	47	ʃ	consonant	c	1
6	SPA	bsk	Burushaski	1	235	216	ʂ	consonant	c	1
6	SPA	bsk	Burushaski	1	236	217	ũː	vowel	v-c-d	3
6	SPA	bsk	Burushaski	1	237	218	ʈ	consonant	c	1
6	SPA	bsk	Burushaski	1	238	219	˥˦	tone	t-t	2
6	SPA	bsk	Burushaski	1	239	220	ɖʐ	consonant	c-c	2
6	SPA	bsk	Burushaski	1	240	1	t̠ʃʰ	consonant	c-d-c-c	4
6	SPA	bsk	Burushaski	1	241	222	ãː	vowel	v-c-d	3
6	SPA	bsk	Burushaski	1	242	223	ʈʂ	consonant	c-c	2
6	SPA	bsk	Burushaski	1	243	110	qʰ	consonant	c-c	2
6	SPA	bsk	Burushaski	1	244	207	o̞	vowel	v-d	2
6	SPA	bsk	Burushaski	1	245	6	iː	vowel	v-d	2
6	SPA	bsk	Burushaski	1	246	224	ʈʰ	consonant	c-c	2
6	SPA	bsk	Burushaski	1	247	50	ts	consonant	c-c	2
6	SPA	bsk	Burushaski	1	248	7	aː	vowel	v-d	2
6	SPA	bsk	Burushaski	1	249	8	kʰ	consonant	c-c	2
6	SPA	bsk	Burushaski	1	250	51	d̠ʒ	consonant	c-d-c	3
6	SPA	bsk	Burushaski	1	251	9	u	vowel	v	1
6	SPA	bsk	Burushaski	1	252	225	ʐ͇	consonant	c-d	2
6	SPA	bsk	Burushaski	1	253	162	e̞ː	vowel	v-d-d	3
6	SPA	bsk	Burushaski	1	254	12	a	vowel	v	1
6	SPA	bsk	Burushaski	1	255	92	χ	consonant	c	1
6	SPA	bsk	Burushaski	1	256	228	˩˨	tone	t-t	2
6	SPA	bsk	Burushaski	1	257	14	ŋ	consonant	c	1
6	SPA	bsk	Burushaski	1	258	15	uː	vowel	v-d	2
6	SPA	bsk	Burushaski	1	259	203	e̞	vowel	v-d	2
6	SPA	bsk	Burushaski	1	260	229	ɖ	consonant	c	1
6	SPA	bsk	Burushaski	1	261	30	ɡ	consonant	c	1
6	SPA	bsk	Burushaski	1	262	20	pʰ	consonant	c-c	2
6	SPA	bsk	Burushaski	1	263	45	b	consonant	c	1
6	SPA	bsk	Burushaski	1	264	54	d	consonant	c	1
6	SPA	bsk	Burushaski	1	265	231	˧	tone	t	1
6	SPA	bsk	Burushaski	1	266	175	f	consonant	c	1
6	SPA	bsk	Burushaski	1	267	25	i	vowel	v	1
6	SPA	bsk	Burushaski	1	268	26	h	consonant	c	1
6	SPA	bsk	Burushaski	1	269	29	k	consonant	c	1
6	SPA	bsk	Burushaski	1	270	32	j	consonant	c	1
6	SPA	bsk	Burushaski	1	271	33	m	consonant	c	1
6	SPA	bsk	Burushaski	1	272	35	l	consonant	c	1
6	SPA	bsk	Burushaski	1	273	38	tʰ	consonant	c-c	2
6	SPA	bsk	Burushaski	1	274	39	n	consonant	c	1
6	SPA	bsk	Burushaski	1	275	87	q	consonant	c	1
6	SPA	bsk	Burushaski	1	276	43	p	consonant	c	1
6	SPA	bsk	Burushaski	1	277	46	s	consonant	c	1
6	SPA	bsk	Burushaski	1	278	80	r	consonant	c	1
6	SPA	bsk	Burushaski	1	279	49	t̠ʃ	consonant	c-d-c	3
6	SPA	bsk	Burushaski	1	280	52	t	consonant	c	1
6	SPA	bsk	Burushaski	1	281	55	w	consonant	c	1
6	SPA	bsk	Burushaski	1	282	48	z	consonant	c	1
6	SPA	bsk	Burushaski	1	283	233	ʈʂʰ	consonant	c-c-c	3
6	SPA	bsk	Burushaski	1	284	139	tsʰ	consonant	c-c-c	3
6	SPA	bsk	Burushaski	1	285	154	o̞ː	vowel	v-d-d	3
7	SPA	kru	Kurukh	1	286	234	b̤	consonant	c-d	2
7	SPA	kru	Kurukh	1	287	235	pː	consonant	c-d	2
7	SPA	kru	Kurukh	1	288	236	d̪	consonant	c-d	2
7	SPA	kru	Kurukh	1	289	7	aː	vowel	v-d	2
7	SPA	kru	Kurukh	1	290	217	ũː	vowel	v-c-d	3
7	SPA	kru	Kurukh	1	291	218	ʈ	consonant	c	1
7	SPA	kru	Kurukh	1	292	237	s̪ː	consonant	c-d-d	3
7	SPA	kru	Kurukh	1	293	238	d̠ʒ̤	consonant	c-d-c-d	4
7	SPA	kru	Kurukh	1	294	1	t̠ʃʰ	consonant	c-d-c-c	4
7	SPA	kru	Kurukh	1	295	239	ẽ̞	vowel	v-d-c	3
7	SPA	kru	Kurukh	1	296	3	ʔ	consonant	c	1
7	SPA	kru	Kurukh	1	297	240	lː	consonant	c-d	2
7	SPA	kru	Kurukh	1	298	241	əː	vowel	v-d	2
7	SPA	kru	Kurukh	1	299	242	s̪	consonant	c-d	2
7	SPA	kru	Kurukh	1	300	9	u	vowel	v	1
7	SPA	kru	Kurukh	1	301	243	ũ	vowel	v-c	2
7	SPA	kru	Kurukh	1	302	244	jː	consonant	c-d	2
7	SPA	kru	Kurukh	1	303	246	ɖ̤	consonant	c-d	2
7	SPA	kru	Kurukh	1	304	43	p	consonant	c	1
7	SPA	kru	Kurukh	1	305	6	iː	vowel	v-d	2
7	SPA	kru	Kurukh	1	306	224	ʈʰ	consonant	c-c	2
7	SPA	kru	Kurukh	1	307	247	r̠	consonant	c-d	2
7	SPA	kru	Kurukh	1	308	249	t̪ː	consonant	c-d-d	3
7	SPA	kru	Kurukh	1	309	8	kʰ	consonant	c-c	2
7	SPA	kru	Kurukh	1	310	51	d̠ʒ	consonant	c-d-c	3
7	SPA	kru	Kurukh	1	311	250	ã	vowel	v-c	2
7	SPA	kru	Kurukh	1	312	49	t̠ʃ	consonant	c-d-c	3
7	SPA	kru	Kurukh	1	313	15	uː	vowel	v-d	2
7	SPA	kru	Kurukh	1	314	251	ĩː	vowel	v-c-d	3
7	SPA	kru	Kurukh	1	315	14	ŋ	consonant	c	1
7	SPA	kru	Kurukh	1	316	252	d̪̤	consonant	c-d-d	3
7	SPA	kru	Kurukh	1	317	162	e̞ː	vowel	v-d-d	3
7	SPA	kru	Kurukh	1	318	253	d̪ː	consonant	c-d-d	3
7	SPA	kru	Kurukh	1	319	254	ɡ̤	consonant	c-d	2
7	SPA	kru	Kurukh	1	320	92	χ	consonant	c	1
7	SPA	kru	Kurukh	1	321	255	ʈː	consonant	c-d	2
7	SPA	kru	Kurukh	1	322	20	pʰ	consonant	c-c	2
7	SPA	kru	Kurukh	1	323	203	e̞	vowel	v-d	2
7	SPA	kru	Kurukh	1	324	256	ɖː	consonant	c-d	2
7	SPA	kru	Kurukh	1	325	257	t̪ʰ	consonant	c-d-c	3
7	SPA	kru	Kurukh	1	326	258	kː	consonant	c-d	2
7	SPA	kru	Kurukh	1	327	12	a	vowel	v	1
7	SPA	kru	Kurukh	1	328	229	ɖ	consonant	c	1
7	SPA	kru	Kurukh	1	329	226	ə	vowel	v	1
7	SPA	kru	Kurukh	1	330	55	w	consonant	c	1
7	SPA	kru	Kurukh	1	331	263	õ̞ː	vowel	v-d-c-d	4
7	SPA	kru	Kurukh	1	332	30	ɡ	consonant	c	1
7	SPA	kru	Kurukh	1	333	222	ãː	vowel	v-c-d	3
7	SPA	kru	Kurukh	1	334	264	n̪	consonant	c-d	2
7	SPA	kru	Kurukh	1	335	45	b	consonant	c	1
7	SPA	kru	Kurukh	1	336	265	ẽ̞ː	vowel	v-d-c-d	4
7	SPA	kru	Kurukh	1	337	207	o̞	vowel	v-d	2
7	SPA	kru	Kurukh	1	338	25	i	vowel	v	1
7	SPA	kru	Kurukh	1	339	26	h	consonant	c	1
7	SPA	kru	Kurukh	1	340	29	k	consonant	c	1
7	SPA	kru	Kurukh	1	341	32	j	consonant	c	1
7	SPA	kru	Kurukh	1	342	33	m	consonant	c	1
7	SPA	kru	Kurukh	1	343	35	l	consonant	c	1
7	SPA	kru	Kurukh	1	344	268	t̠ʃː	consonant	c-d-c-d	4
7	SPA	kru	Kurukh	1	345	232	ɳ	consonant	c	1
7	SPA	kru	Kurukh	1	346	80	r	consonant	c	1
7	SPA	kru	Kurukh	1	347	269	t̪	consonant	c-d	2
7	SPA	kru	Kurukh	1	348	270	d̠ʒː	consonant	c-d-c-d	4
7	SPA	kru	Kurukh	1	349	271	wː	consonant	c-d	2
7	SPA	kru	Kurukh	1	350	273	õ̞	vowel	v-d-c	3
7	SPA	kru	Kurukh	1	351	274	ĩ	vowel	v-c	2
7	SPA	kru	Kurukh	1	352	154	o̞ː	vowel	v-d-d	3
7	SPA	kru	Kurukh	1	353	275	rː	consonant	c-d	2
8	SPA	tel	Telugu	2	354	234	b̤	consonant	c-d	2
8	SPA	tel	Telugu	2	355	235	pː	consonant	c-d	2
8	SPA	tel	Telugu	2	356	216	ʂ	consonant	c	1
8	SPA	tel	Telugu	2	357	275	rː	consonant	c-d	2
8	SPA	tel	Telugu	2	358	218	ʈ	consonant	c	1
8	SPA	tel	Telugu	2	359	276	d̤	consonant	c-d	2
8	SPA	tel	Telugu	2	360	64	ʊ	vowel	v	1
8	SPA	tel	Telugu	2	361	47	ʃ	consonant	c	1
8	SPA	tel	Telugu	2	362	277	tː	consonant	c-d	2
8	SPA	tel	Telugu	2	363	207	o̞	vowel	v-d	2
8	SPA	tel	Telugu	2	364	77	ɛː	vowel	v-d	2
8	SPA	tel	Telugu	2	365	240	lː	consonant	c-d	2
8	SPA	tel	Telugu	2	366	278	nː	consonant	c-d	2
8	SPA	tel	Telugu	2	367	9	u	vowel	v	1
8	SPA	tel	Telugu	2	368	279	tsː	consonant	c-c-d	3
8	SPA	tel	Telugu	2	369	81	ɪ	vowel	v	1
8	SPA	tel	Telugu	2	370	246	ɖ̤	consonant	c-d	2
8	SPA	tel	Telugu	2	371	7	aː	vowel	v-d	2
8	SPA	tel	Telugu	2	372	281	ɪː	vowel	v-d	2
8	SPA	tel	Telugu	2	373	6	iː	vowel	v-d	2
8	SPA	tel	Telugu	2	374	224	ʈʰ	consonant	c-c	2
8	SPA	tel	Telugu	2	375	50	ts	consonant	c-c	2
8	SPA	tel	Telugu	2	376	71	ɔː	vowel	v-d	2
8	SPA	tel	Telugu	2	377	32	j	consonant	c	1
8	SPA	tel	Telugu	2	378	282	ɡː	consonant	c-d	2
8	SPA	tel	Telugu	2	379	8	kʰ	consonant	c-c	2
8	SPA	tel	Telugu	2	380	49	t̠ʃ	consonant	c-d-c	3
8	SPA	tel	Telugu	2	381	283	ɭ	consonant	c	1
8	SPA	tel	Telugu	2	382	284	β̞	consonant	c-d	2
8	SPA	tel	Telugu	2	383	18	æː	vowel	v-d	2
8	SPA	tel	Telugu	2	384	254	ɡ̤	consonant	c-d	2
8	SPA	tel	Telugu	2	385	285	ʊː	vowel	v-d	2
8	SPA	tel	Telugu	2	386	255	ʈː	consonant	c-d	2
8	SPA	tel	Telugu	2	387	286	β̞ː	consonant	c-d-d	3
8	SPA	tel	Telugu	2	388	11	eː	vowel	v-d	2
8	SPA	tel	Telugu	2	389	15	uː	vowel	v-d	2
8	SPA	tel	Telugu	2	390	256	ɖː	consonant	c-d	2
8	SPA	tel	Telugu	2	391	287	dzː	consonant	c-c-d	3
8	SPA	tel	Telugu	2	392	258	kː	consonant	c-d	2
8	SPA	tel	Telugu	2	393	192	dz	consonant	c-c	2
8	SPA	tel	Telugu	2	394	288	mː	consonant	c-d	2
8	SPA	tel	Telugu	2	395	229	ɖ	consonant	c	1
8	SPA	tel	Telugu	2	396	226	ə	vowel	v	1
