InventoryID	Source	LanguageCode	LanguageName	Glottocode	GlottologName	Trump	LanguageFamilyRoot	LanguageFamilyGenus	Country	Area	Population	Latitude	Longitude	Phonemes	Consonants	Tones	Vowels
520	UPSID	prk	PARAUK	para1301	Parauk	1	ausa	Palaung-Khmuic	Myanmar	Asia	922,000	22.8658	99.375	77	34	0	43
521	UPSID	pst	PASHTO	cent1973	Central Pashto	2	ieur	Iranian	Pakistan	Asia	7,920,000	31.9153	69.4529	38	31	0	7
522	UPSID	pwn	PAIWAN	paiw1248	Paiwan	1	anes	Paiwanic	Taiwan	Asia	66,100	22.3271	120.806	26	22	0	4
523	UPSID	pww	PHLONG	pwon1235	Pwo Northern Karen	2	sitb	Karen	Thailand	Asia	60,000	18.016	98.2709	37	25	0	12
524	UPSID	quh	QUECHUA	sout2991	South Bolivian Quechua	2	quch	Quechuan	Bolivia	America	2,780,000	-20.9201	-66.3331	36	31	0	5
525	UPSID	qui	QUILEUTE	quil1240	Quileute	1	chmn	Chimakuan	United States	America	10	47.9106	-124.603	37	33	0	4
526	UPSID	rgr	RESIGARO	resi1247	Resigaro	2	arwk	Arawakan	Peru	America	14	-2.48139	-71.3578	35	30	0	5
527	UPSID	ron	ROMANIAN	roma1327	Romanian	2	ieur	Romance	Romania	Europe	19,700,000	46.3913	24.2256	32	22	0	10
528	UPSID	roo	ROTOKAS	roto1249	Rotokas	1	epap	West Bougainville	Papua New Guinea	Pacific	4,320	-5.94339	155.154	11	6	0	5
529	UPSID	rro	RORO	waim1251	Waima	1	anes	Oceanic	Papua New Guinea	Pacific	15,000	-8.67145	146.544	14	9	0	5
530	UPSID	rus	RUSSIAN	russ1263	Russian	2	ieur	Slavic	Russian Federation	Europe	116,000,000	53.9195	72.3926	38	33	0	5
531	UPSID	rut	RUTUL	rutu1240	Rutul	1	ncau	Lezgic	Russian Federation	Europe	29,400	41.6187	47.3244	64	59	0	5
532	UPSID	sad	SANDAWE	sand1273	Sandawe	2	khoi	Sandawe	Tanzania	Africa	40,000	-5.26918	35.4808	54	47	0	7
533	UPSID	sag	SANGO	sang1328	Sango	1	afpc	Ubangi	Central African Republic	Africa	350,000	6.78584	20.1702	37	26	0	11
534	UPSID	sah	YAKUT	yaku1245	Yakut	2	altc	Turkic	Russian Federation	Europe	363,000	61.6974	133.98	34	22	0	12
535	UPSID	sed	SEDANG	seda1262	Sedang	2	ausa	Bahnaric	Viet Nam	Asia	101,000	14.7793	108.027	55	41	0	14
536	UPSID	see	SENECA	sene1264	Seneca	2	iroq	Northern Iroquoian	United States	America	150	42.6128	-79.3403	19	11	0	8
537	UPSID	sef	SENADI	ceba1235	Cebaara Senoufo	3	ncon	Gur	Côte d'Ivoire	Africa	862,000	9.50768	-6.15264	36	24	0	12
538	UPSID	sel	SELKUP	selk1253	Selkup	1	urlc	Samoyedic	Russian Federation	Europe	1,640	59.9409	82.3004	34	18	0	16
539	UPSID	ses	SONGHAI	koyr1242	Koyraboro Senni Songhai	3	nsah	Songhay	Mali	Africa	100,000	16.9634	-0.55187	24	15	0	9
540	UPSID	set	SENTANI	nucl1632	Nuclear Nuclear Sentani	2	trng	Sentani	Indonesia	Asia	30,000	-2.6013	140.512	17	10	0	7
541	UPSID	shb	SHIRIANA	nina1238	Ninam	2	yano	Yanomam	Brazil	America	470	4.03894	-62.7801	25	13	0	12
542	UPSID	shi	SHILHA	tach1250	Tachelhit	2	afas	Berber	Morocco	Africa	3,000,000	29.7854	-7.77879	31	28	0	3
543	UPSID	shs	SHUSWAP	shus1248	Shuswap	1	sali	Interior Salish	Canada	America	500	50.8734	-119.667	44	37	0	7
544	UPSID	sht	SHASTA	shas1239	Shasta	1	hoka	Shasta	United States	America	No_known_speakers	41.7587	-122.738	21	17	0	4
545	UPSID	sin	SINHALESE	sinh1246	Sinhala	2	ieur	Indic	Sri Lanka	Asia	15,500,000	8.0	81.0	36	22	0	14
546	UPSID	sja	EPENA PEDEE	epen1239	Epena	2	choc	Choco	Colombia	America	3,500	4.25877	-77.3566	31	17	0	14
547	UPSID	skd	SIERRA MIWOK	sout2985	Southern Sierra Miwok	1	penu	Miwok	United States	America	7	38.2363	-120.507	21	15	0	6
548	UPSID	slc	SALIBA	sali1298	Saliba (Colombia)	2	slvn	Sáliba	Colombia	America	1,310	5.30115	-69.3843	32	22	0	10
549	UPSID	sma	SAAMI	sout2674	Southern Sami	1	urlc	Saami	Sweden	Europe	300	62.8801	13.7006	45	39	0	6
550	UPSID	snn	SIONA	sion1247	Siona	2	tucn	Tucanoan	Colombia	America	300	0.31733	-76.0237	30	18	0	12
551	UPSID	snv	SA'BAN	saba1265	Sa'ban	2	anes	Northwest Malayo-Polynesian	Malaysia	Asia	1,110	3.58723	115.664	26	19	0	7
552	UPSID	som	SOMALI	soma1255	Somali	2	afas	Eastern Cushitic	Somalia	Africa	8,340,000	3.15088	40.4818	32	22	0	10
553	UPSID	spa	SPANISH	stan1288	Standard Spanish	2	ieur	Romance	Spain	Europe	28,200,000	40.4414	-1.11788	25	20	0	5
554	UPSID	spl	SELEPET	sele1250	Selepet	2	trng	Finisterre-Huon	Papua New Guinea	Pacific	7,000	-6.03532	147.234	21	15	0	6
555	UPSID	sqt	SOCOTRI	soqo1240	Soqotri	1	afas	Semitic	Yemen	Asia	57,000	12.4892	53.9168	34	28	0	6
556	UPSID	srq	SIRIONO	siri1273	Siriono	3	tupi	Tupi-Guaraní	Bolivia	America	400	-15.5298	-63.9688	28	16	0	12
557	UPSID	stc	NAMBAKAENGO	natu1249	Natügu	1	epap	Oceanic	Solomon Islands	Pacific	4280			47	30	0	17
558	UPSID	sue	SUENA	suen1241	Suena	1	trng	Binanderean	Papua New Guinea	Pacific	3,000	-7.76339	147.534	18	13	0	5
559	UPSID	svs	SAVOSAVO	savo1255	Savosavo	1	epap	Savosavo	Solomon Islands	Pacific	2,420	-9.12853	159.814	22	17	0	5
560	UPSID	swi	SUI	suii1243	Sui	1	taik	Kam-Tai	China	Asia	200,000	24.0488	106.563	54	47	0	7
561	UPSID	taj	TAMANG	east2347	Eastern Tamang	1	sitb	Bodic	Nepal	Asia	759,000	27.3239	87.0832	29	19	0	10
562	UPSID	tay	ATAYAL	atay1247	Atayal	2	anes	Atayalic	Taiwan	Asia	84,300	24.5209	121.388	26	19	0	7
563	UPSID	tba	HUARI	aika1237	Aikana	2	arwk	Arawakan	Brazil	America	180	-12.6695	-60.5353	32	22	0	10
564	UPSID	tbi	TABI	gaam1241	Gaam	2	nsah	Eastern Jebel	Sudan	Africa	67,200	11.4674	33.9797	33	24	0	9
565	UPSID	tca	TICUNA	ticu1245	Ticuna	3	saso	Ticuna	Brazil	America	32,600	-3.66289	-69.8723	29	18	0	11
566	UPSID	tcy	TULU	tulu1258	Tulu	2	drav	Southern Dravidian	India	Asia	1,950,000	12.8114	75.2651	37	24	0	13
567	UPSID	teh	TEHUELCHE	tehu1242	Tehuelche	2	chon	Chon Proper	Argentina	America	4	-47.5796	-68.3235	35	28	0	7
568	UPSID	tel	TELUGU	telu1262	Telugu	3	drav	South-Central Dravidian	India	Asia	69,600,000	16.4529	78.7024	43	32	0	11
569	UPSID	tem	TEMNE	timn1235	Timne	1	ncon	Southern Atlantic	Sierra Leone	Africa	1,230,000	8.90294	-12.3331	25	17	0	8
570	UPSID	teq	TEMEIN	nucl1339	Nuclear Temein	1	nsah	Temein	Sudan	Africa	13,000	11.8275	29.3898	25	18	0	7
571	UPSID	tet	TETUN	tetu1245	Tetum	2	anes	Central Malayo-Polynesian	Indonesia	Asia	400,000	-9.11217	125.528	19	14	0	5
572	UPSID	tgc	TIGAK	tiga1245	Tigak	1	anes	Oceanic	Papua New Guinea	Pacific	6,000	-2.70951	150.893	17	12	0	5
573	UPSID	tgl	TAGALOG	taga1270	Tagalog	3	anes	Meso-Philippine	Philippines	Asia	21,500,000	14.06	121.747	23	18	0	5
574	UPSID	tha	THAI	thai1261	Thai	2	taik	Kam-Tai	Thailand	Asia	20,200,000	14.192	100.671	30	21	0	9
575	UPSID	thv	TAMASHEQ	taha1241	Tahaggart Tamahaq	1	afas	Berber	Algeria	Africa	25,000	22.5908	8.73169	37	25	0	12
576	UPSID	tig	TIGRE	tigr1270	Tigre	2	afas	Semitic	Eritrea	Africa	1,050,000	17.3494	38.2233	33	26	0	7
577	UPSID	tiw	TIWI	tiwi1244	Tiwi	2	aust	Tiwian	Australia	Pacific	1,830	-11.6308	130.949	26	22	0	4
578	UPSID	tiy	TIRURAY	tiru1241	Tiruray	1	anes	South Mindanao	Philippines	Asia	50,000	6.77321	124.127	22	16	0	6
579	UPSID	tli	TLINGIT	tlin1245	Tlingit	1	nadn	Tlingit	United States	America	1,200	59.4447	-135.29	48	43	0	5
580	UPSID	tlo	JOMANG	talo1250	Talodi	1	ncon	Talodi Proper	Sudan	Africa	1,500	10.6453	30.4815	21	14	0	7
581	UPSID	tma	TAMA	tama1331	Tama (Chad)	1	nsah	Taman	Chad	Africa	62,900	14.332	21.9951	30	21	0	9
582	UPSID	tml	ASMAT	tamn1235	Tamnim Citak	2	trng	Asmat-Kamoro	Indonesia	Asia	290	-5.57962	139.233	17	11	0	6
583	UPSID	tna	TACANA	taca1256	Tacana	2	taca	Tacanan	Bolivia	America	1,820	-13.3925	-68.0406	22	18	0	4
584	UPSID	tnl	LENAKEL	lena1238	Lenakel	1	anes	Oceanic	Vanuatu	Pacific	11,500	-19.4763	169.261	21	15	0	6
585	UPSID	top	TOTONAC	papa1238	Papantla Totonac	2	toto	Totonacan	Mexico	America	80,000	20.5671	-97.2554	22	16	0	6
586	UPSID	tpm	TAMPULMA	tamp1252	Tampulma	1	ncon	Gur	Ghana	Africa	16,000	9.75577	-1.35467	33	24	0	9
587	UPSID	tpx	TLAPANEC	acat1239	Acatepec Me'phaa	1	subt	Subtiaba-Tlapanec	Mexico	America	54,000	17.1034	-99.0602	30	20	0	10
588	UPSID	tpy	TRUMAI	trum1247	Trumai	2	saso	Trumai	Brazil	America	100	-11.8119	-53.5717	24	18	0	6
589	UPSID	tqo	TAORIPI	toar1246	Toaripi	1	trng	Eleman Proper	Papua New Guinea	Pacific	23,000	-8.07231	146.206	14	8	0	6
590	UPSID	tqw	TONKAWA	tonk1249	Tonkawa	1	coah	Tonkawa	United States	America	Extinct	30.25	-96.75	25	15	0	10
591	UPSID	trg	NEO-ARAMAIC	lish1246	Lishan Didan	1	afas	Semitic	Israel	Asia	4,230	38.0	47.0	40	24	0	16
592	UPSID	tsi	TSIMSHIAN	nucl1649	Nuclear Tsimshian	1	penu	Tsimshianic	Canada	America	750	54.6214	-130.496	41	38	0	3
593	UPSID	tsu	TSOU	tsou1248	Tsou	1	anes	Tsouic	Taiwan	Asia	2,130	23.216	120.787	21	15	0	6
594	UPSID	tsz	TARASCAN	pure1242	Purepecha	2	tara	Tarascan	Mexico	America	40,000	19.2467	-101.631	39	33	0	6
595	UPSID	ttr	TERA	tera1251	Tera	1	afas	Biu-Mandara	Nigeria	Africa	101,000	11.0376	11.8095	48	42	0	6
596	UPSID	tun	TUNICA	tuni1252	Tunica	2	gulf	Tunica	United States	America	Extinct	30.9888	-92.5403	24	17	0	7
597	UPSID	tur	TURKISH	nucl1301	Nuclear Turkish	2	altc	Turkic	Turkey	Asia	46,300,000	39.8667	32.8667	33	25	0	8
598	UPSID	twf	PICURIS	nort1550	Northern Tiwa	1	kita	Kiowa-Tanoan	United States	America	930	36.4277	-105.604	38	26	0	12
599	UPSID	tyv	TUVA	tuvi1240	Tuvinian	2	altc	Turkic	Russian Federation	Europe	235,000	48.436	92.6693	29	20	0	9
600	UPSID	tzh	TZELTAL	tzel1254	Tzeltal	2	maya	Mayan	Mexico	America	90,000	16.6384	-92.2786	28	22	0	6
601	UPSID	ung	NGARINJIN	ngar1284	Ngarinyin	1	aust	Wororan	Australia	Pacific	82	-16.4006	126.433	24	18	0	6
602	UPSID	unr	MUNDARI	mund1320	Mundari	4	ausa	Munda	India	Asia	1,550,000	25.0391	87.1792	37	32	0	5
603	UPSID	uzn	UZBEK	nort2690	Northern Uzbek	1	altc	Turkic	Uzbekistan	Asia	16,500,000	43.7489	59.231	30	24	0	6
604	UPSID	vam	VANIMO	vani1248	Vanimo	1	skoo	Western Skou	Papua New Guinea	Pacific	2,670	-2.68501	141.258	28	12	0	16
605	UPSID	vie	VIETNAMESE	viet1252	Vietnamese	2	ausa	Viet-Muong	Viet Nam	Asia	65,800,000	18.3887	106.757	36	22	0	14
606	UPSID	vmb	MBABARAM	mbab1239	Mbabaram	1	aust	Pama-Nyungan	Australia	Pacific	Extinct	-20.1389	143.438	24	20	0	4
607	UPSID	wao	WAPPO	wapp1239	Wappo	1	yuki	Wappo	United States	America	No_known_speakers	38.25	-122.5	35	30	0	5
608	UPSID	wap	WAPISHANA	wapi1253	Wapishana	3	arwk	Arawakan	Guyana	America	6,000	2.58744	-59.8021	25	17	0	8
609	UPSID	wba	WARAO	wara1303	Warao	2	saso	Warao	Venezuela	America	28,100	7.50851	-59.3528	21	11	0	10
610	UPSID	wgi	WAHGI	nucl1620	Nuclear Wahgi	1	trng	Chimbu	Papua New Guinea	Pacific	39,000	-6.11629	144.665	23	17	0	6
611	UPSID	wic	WICHITA	wich1260	Wichita	2	cadd	Caddoan	United States	America	1	35.0665	-98.1831	29	21	0	8
612	UPSID	wim	WIK-MUNKAN	wikm1247	Wik-Mungkan	2	aust	Pama-Nyungan	Australia	Pacific	840	-13.9805	141.816	18	13	0	5
613	UPSID	wit	WINTU	wint1259	Wintu	1	penu	Wintuan	United States	America	5	39.7176	-122.445	35	30	0	5
614	UPSID	wiy	WIYOT	wiyo1248	Wiyot	1	algi	Wiyot	United States	America	No_known_speakers	39.2492	-122.952	29	24	0	5
615	UPSID	wnc	WANTOAT	want1252	Wantoat	1	trng	Finisterre-Huon	Papua New Guinea	Pacific	8,200	-6.15216	146.513	21	14	0	7
616	UPSID	wnu	USAN	usan1239	Usan	1	trng	Madang	Papua New Guinea	Pacific	1,400	-4.84265	145.362	20	14	0	6
617	UPSID	woi	WOISIKA	kama1365	Kamang	1	trng	Greater Alor	Indonesia	Asia	16,500	-8.26897	124.792	28	16	0	12
618	UPSID	wol	WOLOF	nucl1347	Nuclear Wolof	2	ncon	Northern Atlantic	Senegal	Africa	3,930,000	15.2534	-15.383	40	26	0	14
619	UPSID	wrs	WARIS	wari1266	Waris	1	trng	Border	Papua New Guinea	Pacific	2,500	-3.139	140.931	22	13	0	9
620	UPSID	wrz	WARAY	wara1290	Waray (Australia)	1	aust	Waray	Australia	Pacific	Extinct	-13.0941	131.236	21	16	0	5
621	UPSID	wti	BERTA	bert1248	Berta	1	nsah	Berta	Ethiopia	Africa	125,000	10.6474	34.7042	29	24	0	5
622	UPSID	wuu	CHANGZHOU	wuch1236	Wu Chinese	2	sitb	Chinese	China	Asia	77,200,000	29.8621	119.682	34	25	0	9
623	UPSID	wyb	NGIYAMBAA	wang1291	Wangaaybuwan-Ngiyambaa	1	aust	Pama-Nyungan	Australia	Pacific	12	-30.6481	146.18	18	15	0	3
624	UPSID	xaw	KAWAIISU	kawa1283	Kawaiisu	1	utaz	Numic	United States	America	5	36.0538	-118.679	31	25	0	6
625	UPSID	xom	KOMA	komo1258	Komo (Sudan)	2	nsah	Koman	Sudan	Africa	10,000	8.94162	34.0939	31	23	0	8
626	UPSID	xpe	KPELLE	libe1247	Liberia Kpelle	2	ncon	Western Mande	Liberia	Africa	487,000	6.92048	-9.96128	34	22	0	12
627	UPSID	xtc	KADUGLI	katc1249	Katcha-Kadugli-Miri	5	nsah	Kadugli	Sudan	Africa	75,000	10.8423	29.4914	27	22	0	5
628	UPSID	yad	YAGUA	yagu1244	Yagua	2	pbya	Peba-Yaguan	Peru	America	5,690	-3.42913	-72.2186	23	11	0	12
629	UPSID	yaq	YAQUI	yaqu1251	Yaqui	1	utaz	Cahita	Mexico	America	14,000	29.9446	-110.681	22	17	0	5
630	UPSID	ycn	YUCUNA	yucu1253	Yucuna	2	arwk	Arawakan	Colombia	America	1,800	-0.76075	-71.0033	21	16	0	5
631	UPSID	yer	TAROK	taro1263	Tarok	1	ncon	Platoid	Nigeria	Africa	300,000	8.98356	10.0288	32	26	0	6
632	UPSID	ygr	YAGARIA	yaga1260	Yagaria	1	trng	Eastern Highlands	Papua New Guinea	Pacific	21,100	-6.32432	145.388	23	14	0	9
633	UPSID	yii	YIDINY	yidi1250	Yidiny	1	aust	Pama-Nyungan	Australia	Pacific	12	-17.1332	145.876	16	13	0	3
634	UPSID	ykg	YUKAGHIR	nort2745	Northern Yukaghir	1	yuka	Yukaghir	Russian Federation	Europe	90	65.3874	151.318	26	20	0	6
635	UPSID	ynn	YANA	yana1271	Yana	1	hoka	Yana	United States	America	Ancient	39.2769	-121.608	30	22	0	8
636	UPSID	yor	YORUBA	yoru1245	Yoruba	1	ncon	Defoid	Nigeria	Africa	18,900,000	7.15345	3.67225	29	18	0	11
637	UPSID	yrb	YAREBA	yare1248	Yareba	1	trng	Yareban	Papua New Guinea	Pacific	750	-9.50651	148.605	18	13	0	5
638	UPSID	yrk	NENETS	nene1249	Nenets	2	urlc	Samoyedic	Russian Federation	Europe	31,300	66.1775	71.0234	35	27	0	8
639	UPSID	yss	YESSAN-MAYO	yess1239	Yessan-Mayo	1	sepr	Tama Sepik	Papua New Guinea	Pacific	1,990	-4.15721	142.574	20	16	0	4
640	UPSID	yua	YUCATEC	yuca1254	Yucateco	1	maya	Mayan	Mexico	America	700,000	18.7757	-88.9567	30	20	0	10
641	UPSID	yuc	YUCHI	yuch1247	Yuchi	3	nais	Yuchi	United States	America	50	35.9615	-95.0393	46	38	0	8
642	UPSID	yue	TAISHAN	yuec1235	Yue Chinese	2	sitb	Chinese	China	Asia	52,000,000	23.0	113.0	25	20	0	5
643	UPSID	yul	YULU	yulu1243	Yulu	1	nsah	Bongo-Bagirmi	Central African Republic	Africa	4,000	8.04124	23.6166	42	35	0	7
644	UPSID	yva	YAWA	nucl1454	Nuclear Yawa	1	geba	Yawa	Indonesia	Asia	6,000	-1.77196	136.263	19	14	0	5
645	UPSID	zne	AZANDE	zand1248	Zande	1	ncon	Ubangi	Democratic Republic of the Congo	Africa	730,000	4.62047	26.7157	35	19	0	16
646	UPSID	zoc	ZOQUE	copa1236	Copainala Zoque	1	mizo	Mixe-Zoque	Mexico	America	10,000	17.2157	-93.3183	22	16	0	6
647	UPSID	zul	ZULU	zulu1248	Zulu	2	ncon	Bantoid	South Africa	Africa	9,980,000	-25.3305	31.3512	37	32	0	5
648	UPSID	zun	ZUNI	zuni1245	Zuni	2	nais	Zuni	United States	America	9,650	35.0056	-108.782	25	20	0	5
649	AA	abi	abidji	abid1235	Abidji	2	ncon	Kwa	Côte d'Ivoire	Africa	50,500	5.65656	-4.58421	39	21	0	18
650	AA	adj	adioukrou	adio1239	Adioukrou	2	ncon	Kwa	Côte d'Ivoire	Africa	100,000	5.38228	-4.52522	31	21	3	7
651	AA	ajg	adja (Bénin)	ajab1235	Aja (Benin)	1	ncon	Kwa	Benin	Africa	360,000	7.06634	1.64992	45	28	5	12
652	AA	ajg	adja (Togo)	ajab1235	Aja (Benin)	2	ncon	Kwa	Benin	Africa	360,000	7.06634	1.64992	37	23	0	14
653	AA	mtb	agni sanvi	anyi1244	Anyin Morofo	2	ncon	Kwa	Côte d'Ivoire	Africa	300,000	6.1627	-4.64232	37	21	0	16
654	AA	ahl	ahlõ	igoo1238	Igo	2	ncon	Kwa	Togo	Africa	6,000	7.25499	0.67846	33	23	3	7
655	AA	aka	akan	akan1250	Akan	4	ncon	Kwa	Ghana	Africa	8,300,000	6.34756	-1.33254	31	18	4	9
656	AA	bss	akɔɔse (bakossi)	akoo1248	Akoose	2	ncon	Bantoid	Cameroon	Africa	100,000	4.9243	9.65522	44	22	4	18
657	AA	anc	angas	ngas1240	Ngas	3	afas	West Chadic	Nigeria	Africa	400,000	9.32042	9.46146	36	24	3	9
658	AA	cko	anufɔ 	anuf1239	Anufo	2	ncon	Kwa	Ghana	Africa	66,000	10.2839	0.56021	43	22	2	19
659	AA	apd	arabe	suda1236	Sudanese Arabic	1	afas	Semitic	Sudan	Africa	15,000,000	17.8021	33.3179	62	54	0	8
660	AA	avu	avokaya	avok1242	Avokaya	1	nsah	Moru-Madi	Sudan	Africa	40,000	4.38639	29.9379	55	37	4	14
661	AA	bav	babungo (grassfields bantu, ring)	veng1238	Vengo	1	ncon	Bantoid	Cameroon	Africa	27,000	6.11403	10.4137	82	56	9	17
662	AA	bfd	bafut	bafu1246	Bafut	1	ncon	Bantoid	Cameroon	Africa	105,000	6.14153	10.1194	49	21	10	18
663	AA	bkc	baka	baka1272	Baka (Cameroon)	2	ncon	Ubangi	Cameroon	Africa	40,000	2.16013	13.7804	38	25	6	7
664	AA	bam	bambara	bamb1269	Bambara	3	ncon	Western Mande	Mali	Africa	2,700,000	12.0401	-9.98949	43	20	2	21
665	AA	bfl	banda (CAF)	band1345	Banda-Ndele	1	ncon	Adamawa	Central African Republic	Africa	35,500	8.03339	23.9021	45	32	5	8
666	AA	bfl	banda (Sudan)	band1345	Banda-Ndele	2	ncon	Adamawa	Central African Republic	Africa	35,500	8.03339	23.9021	46	33	3	10
667	AA	bza	bandi (gbande)	band1352	Bandi	1	ncon	Western Mande	Liberia	Africa	100,000	7.73729	-10.1684	48	23	4	21
668	AA	bci	baoulé (baule; baulé)	baou1238	Baoule	2	ncon	Kwa	Côte d'Ivoire	Africa	2,130,000	5.42509	-4.76565	37	21	4	12
669	AA	bba	bariba	baat1238	Baatonum	2	ncon	Gur	Benin	Africa	460,000	9.63186	2.99607	31	17	2	12
670	AA	bas	basaa	basa1284	Basa (Cameroon)	1	ncon	Bantoid	Cameroon	Africa	230,000	3.80765	10.4213	41	29	5	7
671	AA	bsq	bassa	nucl1418	Nuclear Bassa	1	ncon	Kru	Liberia	Africa	403,000	7.27501	-11.543	36	22	7	7
672	AA	bud	bassar 	ntch1242	Ntcham	2	ncon	Gur	Togo	Africa	100,000	9.23971	0.599275	30	21	3	6
673	AA	btg	bété	gagn1235	Gagnoa Bete	1	ncon	Kru	Côte d'Ivoire	Africa	150,000	6.10051	-5.9701	51	23	2	26
674	AA	bkv	bekwarra	bekw1241	Bekwarra	1	ncon	Cross River	Nigeria	Africa	100,000	6.73737	8.86489	36	23	3	10
675	AA	bom	berom	bero1242	Berom	2	ncon	Platoid	Nigeria	Africa	300,000	9.67037	8.81221	31	24	0	7
676	AA	nhb	bɛ̀ŋ (ngain)	beng1286	Beng	1	ncon	Eastern Mande	Côte d'Ivoire	Africa	17,000	7.78122	-4.23539	49	24	6	19
677	AA	bhy	bhele	bhel1238	Bhele	1	ncon	Bantoid	Democratic Republic of the Congo	Africa	15,000	0.24553	28.6681	28	19	2	7
678	AA	beh	biali	bial1238	Biali	1	ncon	Gur	Benin	Africa	64,500	11.0382	1.08259	27	14	3	10
679	AA	bim	bimoba	bimo1239	Bimoba	1	ncon	Gur	Ghana	Africa	120,000	10.4575	0.06121	44	22	4	18
680	AA	bib	bisa	biss1248	Bissa	2	ncon	Eastern Mande	Burkina Faso	Africa	350,000	10.4257	-1.67332	41	23	3	15
681	AA	bbo	bobo (boomu)	nort2819	Northern Bobo Madare	3	ncon	Western Mande	Burkina Faso	Africa	35,000	12.4182	-4.47538	40	20	2	18
682	AA	bqc	boussa (boko)	boko1266	Boko (Benin)	1	ncon	Eastern Mande	Benin	Africa	70,000	10.5189	3.71771	34	19	3	12
683	AA	bzx	bozo	hain1253	Hainyaxo Bozo	1	ncon	Western Mande	Mali	Africa	118,000	13.8734	-5.65085	34	20	0	14
684	AA	bum	bulu	bulu1251	Bulu (Cameroon)	1	ncon	Bantoid	Cameroon	Africa	858,000	3.16141	11.6365	36	24	5	7
685	AA	cme	cerma 	cerm1238	Cerma	1	ncon	Gur	Burkina Faso	Africa	61,400	10.1245	-4.94917	46	21	4	21
686	AA	ncu	chumburung	chum1261	Chumburung	1	ncon	Kwa	Ghana	Africa	69,000	8.15211	-0.2755	30	21	0	9
687	AA	dbq	daba	nucl1683	Nuclear Daba	2	afas	Biu-Mandara	Cameroon	Africa	24,000	10.3521	13.6318	47	36	5	6
688	AA	dga	dagaare	sout2789	Southern Dagaare	1	ncon	Gur	Ghana	Africa	700,000	10.4226	-2.52265	54	24	3	27
689	AA	dgi	dagara	nort2780	Northern Dagara	1	ncon	Gur	Burkina Faso	Africa	388,000	11.0441	-3.0124	41	29	3	9
690	AA	dag	dagbani	dagb1246	Dagbani	3	ncon	Gur	Ghana	Africa	800,000	9.64745	-0.43227	31	23	2	6
691	AA	daf	dan 	dann1241	Dan	3	ncon	Eastern Mande	Côte d'Ivoire	Africa	800,000	7.22812	-8.24535	48	20	5	23
692	AA	ada	dangme 	adan1247	Adangme	1	ncon	Kwa	Ghana	Africa	800,000	5.9437	0.13243	39	23	4	12
693	AA	dzg	daza	daza1242	Dazaga	1	nsah	Western Saharan	Chad	Africa	331,000	15.7358	15.8517	32	21	0	11
694	AA	luo	dholuo	luok1236	Luo (Kenya and Tanzania)	3	nsah	Nilotic	Kenya	Africa	4,270,000	-0.93296	34.4896	38	26	3	9
695	AA	dic	dida	lako1244	Lakota Dida	1	ncon	Kru	Côte d'Ivoire	Africa	93,800	5.86012	-5.40633	57	27	3	27
696	AA	dyu	dioula	dyul1238	Dyula	1	ncon	Western Mande	Burkina Faso	Africa	1,000,000	10.4536	-4.72007	39	23	2	14
697	AA	tbz	ditammari	dita1238	Ditammari	1	ncon	Gur	Benin	Africa	120,000	10.1614	1.18045	32	17	3	12
698	AA	dow	doayo	doya1240	Doyayo	2	ncon	Adamawa	Cameroon	Africa	18,000	8.68604	13.0768	48	22	4	22
699	AA	dts	dogon 	toro1252	Toro So Dogon	2	ncon	Dogon	Mali	Africa	50,000	14.4075	-3.10006	42	21	0	21
700	AA	dua	duala	dual1243	Duala	1	ncon	Bantoid	Cameroon	Africa	87,700	4.10208	9.61877	33	21	5	7
701	AA	dug	duruma	duru1249	Duruma	2	ncon	Bantoid	Kenya	Africa	247,000	-4.09629	39.322	49	42	2	5
702	AA	igb	ebira	ebir1243	Ebira	1	ncon	Nupoid	Nigeria	Africa	1,000,000	8.15516	7.06183	31	19	3	9
703	AA	ewe	eʋe	ewee1241	Ewe	3	ncon	Kwa	Ghana	Africa	2,250,000	6.46061	0.814975	42	27	3	12
704	AA	bin	ẹdo 	bini1246	Bini	1	ncon	Edoid	Nigeria	Africa	1,000,000	6.40701	5.70426	48	25	2	21
705	AA	izi	ẹzaa	izie1238	Izi-Ezaa-Ikwo-Mgbo	3	ncon	Igboid	Nigeria	Africa	593,000	6.31831	8.03044	38	27	2	9
706	AA	etu	ejagham de l'ouest	ejag1239	Ejagham	3	ncon	Bantoid	Nigeria	Africa	67,300	5.54442	8.90959	32	21	4	7
707	AA	ema	emai	emai1241	Emai-Iuleha-Ora	1	ncon	Edoid	Nigeria	Africa	100,000	7.09089	5.84494	48	27	0	21
708	AA	enn	engenni	enge1239	Engenni	1	ncon	Edoid	Nigeria	Africa	20,000	5.11931	6.37339	33	20	3	10
709	AA	ewo	ewondo	ewon1239	Ewondo	2	ncon	Bantoid	Cameroon	Africa	578,000	11.9365	4.21141	25	15	3	7
710	AA	fmp	fe'efe'fe	fefe1239	Fe'fe'	2	ncon	Bantoid	Cameroon	Africa	124,000	5.18158	10.1442	44	23	5	16
711	AA	fon	fɔn	fonn1241	Fon	1	ncon	Kwa	Benin	Africa	1,400,000	7.15484	1.66495	42	24	4	14
712	AA	fub	fulfulde (Cameroon)	adam1253	Adamawa Fulfulde	4	ncon	Northern Atlantic	Cameroon	Africa	669,000	8.896	15.8384	34	24	0	10
